"Function / Call Stack","INST_RETIRED.ANY","CPU_CLK_UNHALTED.THREAD","CPU_CLK_UNHALTED.REF_TSC","DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK","ITLB_MISSES.MISS_CAUSES_A_WALK","MEM_LOAD_RETIRED.L1_HIT_PS","MEM_LOAD_RETIRED.L1_MISS_PS","MEM_LOAD_RETIRED.L2_HIT_PS","MEM_LOAD_RETIRED.L2_MISS_PS","MEM_LOAD_RETIRED.L3_HIT_PS","MEM_LOAD_RETIRED.L3_MISS_PS"
"func@0x1400c651d","400000","4000000","2000000","40000","0","800000","0","0","0","0","0"
"func@0x14009c3a0","400000","4000000","0","0","0","0","0","0","0","0","0"
"ExAcquirePushLockExclusiveEx","400000","0","0","0","0","200000","0","0","0","0","0"
"func@0x140209228","400000","0","4000000","0","0","0","0","0","0","0","0"
"func@0x1402b2220","400000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1400257d8","400000","0","4000000","0","0","0","0","0","0","0","0"
"func@0x1401bded0","400000","14000000","8000000","0","0","400000","0","0","0","0","0"
"func@0x1c0007570","400000","0","0","0","0","0","0","0","0","0","0"
"func@0x140224150","400000","4000000","6000000","0","0","200000","0","0","0","0","80000"
"KeReleaseSpinLockFromDpcLevel","400000","2000000","0","0","0","400000","0","0","0","0","0"
"func@0x14000b9f0","400000","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x14006dc40","400000","0","0","0","0","0","0","0","0","0","0"
"func@0x140147220","400000","10000000","4000000","20000","0","0","0","0","0","0","0"
"ExAllocatePoolWithTag","400000","0","0","0","0","0","0","0","40000","0","40000"
"func@0x1400c41f0","400000","0","0","0","0","800000","0","0","40000","0","0"
"IoGetCurrentProcess","400000","26000000","20000000","280000","0","0","0","0","0","0","0"
"func@0x1402960d0","400000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c001d03f","400000","18000000","14000000","0","0","0","0","0","0","0","0"
"func@0x1c000c020","400000","6000000","4000000","0","0","0","0","0","40000","0","0"
"func@0x140230460","400000","2000000","0","0","0","0","0","40000","0","0","0"
"func@0x1c000c900","400000","18000000","26000000","0","0","200000","0","0","0","0","40000"
"func@0x1c005f080","400000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c005f680","400000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1400d6cd0","400000","2000000","4000000","0","0","0","0","0","0","0","0"
"func@0x14008a890","400000","0","2000000","0","0","200000","200000","0","0","0","0"
"func@0x14017cca0","400000","0","2000000","20000","0","200000","0","40000","80000","40000","0"
"func@0x1401f8120","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1400a0ba0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401792b0","200000","8000000","12000000","0","0","400000","0","0","40000","0","0"
"func@0x1402345f0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140325bf0","200000","2000000","0","0","0","0","0","0","0","0","40000"
"func@0x140230660","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14008c690","200000","4000000","2000000","0","0","0","0","0","40000","0","0"
"func@0x140098470","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14030c950","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14004abe0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400060d0","200000","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x1402b44f0","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14004d6e0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140295e30","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1400ae6b0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14019104c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14007bce0","200000","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x140178cd0","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1402b08f0","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1400b5f50","200000","8000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1403de370","200000","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x14007940c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400a3be0","200000","2000000","0","0","0","200000","0","0","0","0","0"
"func@0x140071db7","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140215070","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140098f50","200000","2000000","4000000","0","0","400000","0","0","40000","0","0"
"func@0x1401258d0","200000","2000000","4000000","0","0","0","0","0","40000","0","0"
"func@0x1405005df","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1403de31e","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400984a0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140125ea0","200000","2000000","2000000","0","0","400000","0","0","0","0","0"
"func@0x140072d40","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140069b00","200000","4000000","0","0","0","0","0","0","0","0","0"
"func@0x140098ab0","200000","0","0","0","0","0","0","0","0","40000","0"
"EtwEventEnabled","200000","2000000","2000000","0","0","0","0","0","80000","0","40000"
"KeAcquireSpinLockAtDpcLevel","200000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x140128f60","200000","2000000","4000000","0","0","0","0","0","40000","0","0"
"func@0x14007d470","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1402971b0","200000","4000000","0","0","0","200000","0","0","0","0","0"
"func@0x1400d4940","200000","0","0","0","0","0","0","0","0","0","0"
"ExpInterlockedFlushSList","200000","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1401b157d","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14007ff30","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x14009d37c","200000","2000000","2000000","0","0","0","0","0","0","40000","40000"
"func@0x140125670","200000","0","0","0","0","0","0","0","0","0","0"
"NtWaitForSingleObject","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14010b0d0","200000","4000000","6000000","0","0","0","0","0","0","0","0"
"func@0x140508d60","200000","0","0","0","0","0","0","0","0","0","0"
"KeGetCurrentProcessorNumberEx","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x140139d14","200000","0","0","0","0","0","0","0","0","0","0"
"ExReleaseSpinLockSharedFromDpcLevel","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14009a210","200000","0","0","0","0","400000","0","0","0","0","0"
"func@0x14038bbe0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14038c460","200000","4000000","2000000","0","0","200000","0","0","40000","0","40000"
"func@0x1402085f0","200000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1400259d4","200000","0","0","0","0","0","0","0","0","0","0"
"CcCanIWrite","200000","0","0","0","200000","0","0","0","0","0","0"
"func@0x140026168","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140309570","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1400cf260","200000","0","0","0","0","0","0","40000","0","0","0"
"func@0x140025d68","200000","0","2000000","0","0","200000","0","0","0","0","0"
"KeLeaveCriticalRegion","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1400b3580","200000","0","0","0","0","0","0","0","0","0","0"
"KeQueryDpcWatchdogInformation","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140099b20","200000","0","0","0","0","0","0","0","0","0","0"
"IoFreeMdl","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1402ae690","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140388a60","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140296f20","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140038e80","200000","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x14009e2fc","200000","0","4000000","0","0","0","0","0","0","0","0"
"ExAcquireSpinLockShared","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14004b6a0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14000b6f4","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x14004116c","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x14019c370","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140099ad0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140025b6c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400c1010","200000","0","0","0","0","0","0","0","0","0","0"
"PsGetCurrentProcessId","200000","0","0","0","0","0","0","0","40000","0","0"
"func@0x1404fffd0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140179960","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400b08d0","200000","0","2000000","0","0","200000","0","0","0","0","0"
"func@0x14007d870","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140082140","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14019c220","200000","0","0","0","0","0","0","40000","0","0","0"
"func@0x1403220b0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140029f00","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x140125800","200000","8000000","2000000","0","0","400000","0","0","0","0","40000"
"func@0x140099a90","200000","0","2000000","0","0","200000","0","0","0","0","0"
"func@0x14004b640","200000","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1400ba2d0","200000","2000000","0","0","0","0","0","0","40000","0","0"
"func@0x1400b3200","200000","0","0","0","0","200000","0","0","0","0","0"
"PoFxIdleComponent","200000","2000000","4000000","0","0","0","0","0","0","0","40000"
"func@0x1402aa4b0","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1403601f0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14038c8a0","200000","0","0","0","0","200000","200000","0","0","0","0"
"func@0x1401492f0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1403095b0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14038be00","200000","4000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x140067a70","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140028274","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14003b140","200000","0","0","0","0","0","0","0","0","0","40000"
"func@0x14009a1f0","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140381ca0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400a2980","200000","2000000","6000000","0","0","0","0","0","40000","0","0"
"func@0x1401f8490","200000","2000000","0","0","0","0","0","0","0","0","40000"
"func@0x140324d60","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x140119800","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14038b460","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14038af20","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140230640","200000","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x140059730","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400bb710","200000","2000000","0","0","0","0","0","40000","0","0","0"
"func@0x1c0002810","200000","4000000","2000000","0","0","400000","0","0","0","0","0"
"func@0x1401d4180","200000","6000000","4000000","0","0","0","0","0","0","0","0"
"func@0x1c002a580","200000","8000000","2000000","0","0","0","0","0","0","0","0"
"NtTraceControl","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401f80f0","200000","4000000","4000000","20000","0","0","0","0","0","0","0"
"func@0x1401f5cf0","200000","4000000","0","0","0","0","0","0","0","0","0"
"DpiGetSchedulerCallbackState","200000","4000000","4000000","0","0","0","0","0","0","0","0"
"WdLogNewEntry5_WdPresentTokenEvent","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0014b54","200000","0","0","0","0","0","0","0","0","0","0"
"PsGetCurrentSilo","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x5ead4","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0017200","200000","0","0","0","0","400000","0","0","0","0","0"
"func@0x140296b30","200000","2000000","6000000","0","200000","0","0","0","0","0","0"
"KeEnterCriticalRegion","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401f2df0","200000","10000000","8000000","0","0","0","0","0","0","0","0"
"func@0x1404f01c0","200000","0","0","0","0","0","0","0","0","0","0"
"ExAcquirePushLockSharedEx","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1403821a0","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x140149340","200000","6000000","2000000","0","0","0","0","0","40000","0","0"
"ExAcquireCacheAwarePushLockSharedEx","200000","0","0","0","0","0","0","0","0","0","0"
"IoGetTransactionParameterBlock","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401be770","200000","2000000","2000000","0","0","200000","0","0","0","0","0"
"ExReleaseFastMutex","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0022b28","200000","2000000","0","0","0","0","0","40000","40000","0","0"
"func@0x1c000cd70","200000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x140060d24","200000","0","0","0","0","0","0","0","0","0","0"
"ExReleasePushLockEx","200000","0","0","0","0","0","0","0","0","0","0"
"KfdClassify","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0024aab","200000","0","0","0","0","0","0","0","0","0","0"
"ExQueryDepthSList","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c000e8a0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x18001dd73","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0081a9c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140045c0a","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140049210","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0001000","200000","2000000","6000000","0","0","200000","0","0","0","0","0"
"func@0x1c0068eb7","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c006d810","200000","0","4000000","0","0","200000","0","0","0","0","0"
"func@0x1c0025450","200000","0","0","0","0","0","200000","40000","0","0","0"
"func@0x1401e1dcf","200000","4000000","0","0","0","400000","0","0","0","0","0"
"func@0x1401f59d0","200000","16000000","18000000","20000","0","0","0","0","0","0","0"
"func@0x14006f580","200000","0","0","0","0","0","0","0","40000","0","0"
"func@0x1c002a510","200000","4000000","2000000","0","0","0","0","0","0","0","0"
"RtlInitUnicodeStringEx","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c009374c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0146de8","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14022c980","200000","2000000","6000000","0","0","0","0","0","0","0","0"
"func@0x1401f7aa0","200000","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x1c001e880","200000","6000000","6000000","0","0","0","0","0","0","0","0"
"RtlFreeHeap","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00160f0","200000","0","0","0","0","0","0","0","0","0","0"
"NtWaitForSingleObject","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c000a6f6","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0097270","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1404f6900","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401f3ed0","200000","6000000","8000000","0","0","0","0","0","0","0","0"
"func@0x18003e240","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1401183a0","200000","2000000","4000000","0","0","400000","0","40000","0","0","0"
"func@0x140207870","200000","12000000","4000000","0","0","0","0","0","0","40000","120000"
"func@0x1800294e0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x18000f0e8","200000","0","0","0","0","0","0","0","0","0","0"
"RtlInitAnsiString","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x180015598","200000","0","0","0","0","0","0","0","0","0","0"
"EntropyProvideData","200000","12000000","8000000","40000","200000","200000","0","0","120000","0","80000"
"func@0x1c006c487","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c006f8e0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c006c190","200000","0","0","0","0","0","0","0","0","0","0"
"WdLogEvent5_WdEvent","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1c0016620","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x112d8","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00013c0","200000","0","2000000","20000","0","0","0","0","40000","0","40000"
"func@0x1c0005f30","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c001eecc","200000","6000000","8000000","40000","0","0","0","0","0","0","0"
"func@0x1c000a316","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00033f0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c000c470","200000","2000000","2000000","20000","0","0","0","0","40000","0","0"
"func@0x1c000a301","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00246e0","200000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0016cd0","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c001a0c0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0011888","200000","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0050328","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0024e6c","200000","4000000","0","0","0","0","0","0","0","0","0"
"func@0x1c000e134","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c000c340","200000","2000000","2000000","0","0","200000","0","0","40000","40000","0"
"func@0x1c00011c8","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x15effc","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c000bba0","200000","0","0","0","0","0","0","0","40000","0","0"
"func@0x1c000c591","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c00192f8","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1c000a22a","200000","0","0","20000","0","0","0","40000","40000","0","0"
"func@0x140055fb0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x180002ea0","200000","0","0","0","0","0","0","0","0","0","40000"
"func@0x1800201dc","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1400795c0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140001e1c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140129be0","200000","0","0","0","0","200000","0","0","0","0","0"
"func@0x1c006df00","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00061d0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x140091e0c","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14009673f","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x14008e39b","200000","4000000","0","40000","0","0","0","0","0","0","0"
"func@0x1400b23f9","200000","0","0","0","0","200000","0","40000","0","0","0"
"func@0x1c000afa0","200000","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c001e820","200000","0","0","0","0","0","0","0","0","0","0"
"StorPortNotification","200000","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c002ea40","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c00d6c84","200000","0","0","0","0","0","0","0","0","0","0"
"strcpy_s","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x180058590","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0071ad0","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1c0033127","200000","0","0","0","0","0","0","0","0","0","0"
"NdisGetSystemUpTimeEx","200000","0","0","0","0","0","0","0","0","0","0"
"func@0x1402275a0","0","2000000","4000000","0","0","0","0","0","0","40000","0"
"LdrpResGetResourceDirectory","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14001f950","0","4000000","0","0","0","0","0","0","0","0","0"
"func@0x14027ef80","0","2000000","4000000","0","0","0","0","0","0","0","0"
"func@0x14022ca00","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c00773ba","0","0","0","20000","0","0","0","0","0","0","0"
"func@0x1401e1b00","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1401f3d1b","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1404f7030","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140032f16","0","0","0","0","0","200000","0","40000","40000","0","0"
"vcomp_for_static_end","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1402b51d0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1401795b0","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140321596","0","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x1400420b0","0","2000000","0","0","0","200000","0","0","0","0","0"
"func@0x18000886c","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1800099e0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x14037b550","0","4000000","0","0","0","0","0","0","0","0","0"
"func@0x14000a980","0","2000000","0","20000","0","0","0","0","0","0","0"
"func@0x180008ddf","0","2000000","0","0","0","0","0","0","0","0","0"
"PsGetCurrentServerSilo","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x180001720","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x18000878f","0","0","4000000","0","0","0","0","0","0","0","0"
"RtlIndicateTimerWheelEntryTimerStart","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x14030c550","0","0","4000000","0","0","0","0","0","40000","0","0"
"FsbAllocate","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x180011acc","0","0","0","0","0","0","0","40000","0","0","0"
"KfdIsLayerEmpty","0","0","0","0","0","200000","0","0","0","0","0"
"RtlIsTimerWheelSuspended","0","2000000","0","0","0","0","0","0","0","0","0"
"RtlUpdateCurrentTimerWheelTick","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1800318d4","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0017760","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14009e518","0","0","4000000","0","0","200000","0","0","0","0","0"
"KfdClassify2","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x1403e0780","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1403e6240","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1402b04f0","0","2000000","4000000","0","0","0","0","0","0","0","0"
"func@0x14009aed0","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c00670b0","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x1c0146434","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140233e30","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0016950","0","0","0","0","0","0","200000","0","40000","0","0"
"func@0x1402b2470","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140016c1f","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x1402a8380","0","0","2000000","0","0","0","0","0","0","0","40000"
"func@0x14000f97c","0","6000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c000d660","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x14001b185","0","4000000","4000000","0","0","0","0","0","0","0","0"
"func@0x4e4b8","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c0037e00","0","4000000","4000000","0","0","0","0","0","0","0","40000"
"func@0x1401d6b00","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14006da45","0","2000000","0","0","0","200000","0","0","0","0","0"
"func@0x1400183b0","0","6000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c000ce20","0","0","4000000","0","0","0","0","0","0","0","0"
"[Import thunk vcomp_for_static_end]","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140082f60","0","6000000","0","0","0","200000","0","0","0","40000","0"
"func@0x140214c60","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1401db520","0","2000000","4000000","0","0","0","0","0","0","0","0"
"func@0x1c0023480","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c00251d0","0","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0015cb0","0","0","2000000","0","0","0","200000","0","0","0","0"
"func@0x1400712a0","0","2000000","6000000","0","0","200000","0","0","0","0","0"
"func@0x140148b80","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140381be0","0","4000000","0","0","0","0","0","0","0","0","40000"
"func@0x1c001e788","0","0","4000000","20000","0","0","0","0","0","0","0"
"func@0x140296400","0","2000000","0","0","0","200000","0","0","0","0","0"
"func@0x1c0024e80","0","4000000","0","0","0","0","0","0","40000","0","0"
"func@0x140061540","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1401f7950","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1403b4c80","0","0","0","0","0","400000","0","0","0","0","0"
"func@0x14022c9e0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1186c","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c00168d0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1403b4c60","0","0","0","0","0","0","0","0","0","0","40000"
"func@0x1400a3580","0","8000000","2000000","0","0","400000","0","0","0","0","0"
"func@0x1403887b0","0","8000000","4000000","0","0","0","0","0","0","0","0"
"func@0x1c0024954","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14030c8b0","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x14014dd9f","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0002773","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1400706b0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1400769c0","0","0","0","0","0","400000","0","0","40000","0","0"
"func@0x1403817d0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140297040","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140061810","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c00046c4","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140032df0","0","2000000","0","0","0","200000","0","0","0","0","0"
"func@0x140126310","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140214550","0","0","0","0","0","0","0","0","0","40000","0"
"func@0x140212c40","0","0","2000000","0","0","200000","0","0","0","0","0"
"func@0x1400b41a0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1401e0ae0","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1401f3c80","0","10000000","8000000","0","0","0","0","0","0","0","40000"
"func@0x140297210","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1400a1060","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x140361110","0","2000000","6000000","0","0","0","200000","40000","40000","0","0"
"func@0x14009ba30","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x140045b00","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x140176e20","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0001d60","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x14003b050","0","4000000","0","0","0","200000","0","0","0","0","0"
"func@0x1c0004b58","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0006a70","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1400280e8","0","2000000","4000000","0","0","0","0","0","0","0","0"
"func@0x1c0004330","0","0","0","0","0","200000","0","0","0","0","0"
"RtlFindClearBits","0","2000000","2000000","0","0","0","0","0","0","0","0"
"func@0x1c0001300","0","0","0","0","0","0","0","0","0","40000","0"
"func@0x14031a9d0","0","2000000","2000000","0","0","200000","0","0","0","0","0"
"func@0x1c0001d80","0","4000000","2000000","0","0","0","0","0","0","0","0"
"func@0x140098540","0","0","2000000","0","0","0","0","0","0","0","0"
"func@0x1401be6a0","0","4000000","4000000","0","0","0","0","0","0","0","0"
"func@0x140257ac0","0","8000000","10000000","0","0","0","0","0","0","0","0"
"func@0x1400c2200","0","0","0","0","0","0","0","0","40000","0","0"
"func@0x14007b560","0","0","0","0","0","200000","0","0","0","0","0"
"func@0x1c001b330","0","2000000","0","0","0","0","0","0","0","0","0"
"func@0x1c0010538","0","2000000","0","0","0","0","0","0","0","0","0"
