Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time_avg,time_min,time_max,type,n,r
ijk_ikj_2000_10,64.90392E+9,21.7694E+9,17.8582E+9,69.44E+6,120E+3,17.6042E+9,119.84E+6,8.272E+6,114.908E+6,111.008E+6,3.66E+6,1.7894,1.575,2.231,ijk_ikj,2000,10
ijk_ikj_2000_20,47.24094E+9,16.6338E+9,13.6482E+9,18.01E+6,80E+3,15.98668E+9,53.78E+6,17.164E+6,35.552E+6,29.356E+6,5.452E+6,1.3767,1.193,1.702,ijk_ikj,2000,20
ijk_ikj_2000_25,47.65934E+9,16.6572E+9,13.6502E+9,12.816E+6,80E+3,16.08198E+9,51.2E+6,25.224E+6,25.312E+6,17.644E+6,7.016E+6,1.378,1.197,1.729,ijk_ikj,2000,25
ijk_ikj_2000_50,43.15216E+9,14.6714E+9,12.0368E+9,3.48E+6,0,15.98018E+9,52.14E+6,41.644E+6,9.256E+6,4.58E+6,4.064E+6,1.2102,1.062,1.491,ijk_ikj,2000,50
ijk_ikj_2000_100,39.8287E+9,15.3116E+9,12.5546E+9,1.222E+6,120E+3,13.82028E+9,316.68E+6,310.88E+6,12.688E+6,10.812E+6,1.692E+6,1.2427,1.107,1.505,ijk_ikj,2000,100
ijk_ikj_2000_125,39.93652E+9,15.2814E+9,12.5348E+9,1.014E+6,80E+3,13.93838E+9,307.84E+6,287.452E+6,25.384E+6,23.572E+6,1.524E+6,1.249,1.111,1.574,ijk_ikj,2000,125
ijk_ikj_2000_250,39.06536E+9,15.6684E+9,12.8552E+9,754E+3,100E+3,14.0209E+9,260.08E+6,202.152E+6,62.252E+6,61.232E+6,956E+3,1.281,1.172,1.569,ijk_ikj,2000,250
ijk_ikj_2000_500,38.40612E+9,15.1042E+9,12.3886E+9,2.802E+6,100E+3,14.2122E+9,249.88E+6,216.924E+6,33.048E+6,31.736E+6,1.236E+6,1.2527,1.08,1.623,ijk_ikj,2000,500
