Function / Call Stack,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ijk_ikj_1350_27,1226600000.0000,1013600000.0000,560000.0000,0.0000,1557600000.0000,3620000.0000,1560000.0000,2050000.0000,1840000.0000,140000.0000,0.3021
ikj_950,249000000.0000,199200000.0000,20000.0000,0.0000,102400000.0000,9680000.0000,8180000.0000,1540000.0000,1270000.0000,220000.0000,0.1700
ikj_900,192800000.0000,157000000.0000,0.0000,0.0000,83600000.0000,9780000.0000,8920000.0000,1560000.0000,1410000.0000,140000.0000,0.1295
ikj_850,176800000.0000,143000000.0000,0.0000,0.0000,70800000.0000,6620000.0000,5940000.0000,1050000.0000,1010000.0000,20000.0000,0.1228
ikj_800,136200000.0000,112000000.0000,0.0000,0.0000,54400000.0000,6780000.0000,6360000.0000,1100000.0000,1040000.0000,60000.0000,0.0881
ikj_750,117400000.0000,96800000.0000,0.0000,0.0000,55600000.0000,4900000.0000,4100000.0000,670000.0000,670000.0000,20000.0000,0.0846
ikj_700,90400000.0000,73600000.0000,0.0000,0.0000,37200000.0000,4080000.0000,4500000.0000,730000.0000,740000.0000,40000.0000,0.0625
ikj_650,92600000.0000,75400000.0000,20000.0000,0.0000,30000000.0000,2280000.0000,3020000.0000,500000.0000,520000.0000,0.0000,0.0560
ikj_600,61800000.0000,51000000.0000,0.0000,0.0000,37600000.0000,3680000.0000,1480000.0000,250000.0000,230000.0000,0.0000,0.0372
ikj_550,46000000.0000,38400000.0000,0.0000,0.0000,8000000.0000,680000.0000,2580000.0000,450000.0000,460000.0000,0.0000,0.0340
ikj_500,32800000.0000,27200000.0000,0.0000,0.0000,24800000.0000,2880000.0000,420000.0000,70000.0000,60000.0000,0.0000,0.0239
ikj_450,30000000.0000,24800000.0000,0.0000,0.0000,13200000.0000,1140000.0000,640000.0000,110000.0000,90000.0000,0.0000,0.0197
ikj_400,17800000.0000,14400000.0000,0.0000,0.0000,4800000.0000,640000.0000,840000.0000,140000.0000,120000.0000,0.0000,0.0130
ikj_350,13400000.0000,10800000.0000,0.0000,0.0000,400000.0000,40000.0000,800000.0000,100000.0000,110000.0000,0.0000,0.0103
ikj_300,9000000.0000,7200000.0000,0.0000,0.0000,4400000.0000,300000.0000,260000.0000,30000.0000,20000.0000,0.0000,0.0065
ikj_250,5200000.0000,4400000.0000,0.0000,0.0000,2400000.0000,180000.0000,160000.0000,0.0000,10000.0000,0.0000,0.0042
ikj_200,2000000.0000,1600000.0000,0.0000,0.0000,800000.0000,80000.0000,200000.0000,0.0000,0.0000,0.0000,0.0021
ikj_1500,1166400000.0000,912400000.0000,660000.0000,0.0000,402000000.0000,49700000.0000,37640000.0000,10880000.0000,3590000.0000,7260000.0000,0.7647
ikj_150,800000.0000,800000.0000,0.0000,0.0000,800000.0000,40000.0000,40000.0000,10000.0000,0.0000,0.0000,0.0011
ikj_1450,1123800000.0000,872000000.0000,860000.0000,0.0000,369600000.0000,34040000.0000,26960000.0000,7050000.0000,2590000.0000,4480000.0000,0.7467
ikj_1400,926200000.0000,717000000.0000,600000.0000,0.0000,323200000.0000,39960000.0000,31680000.0000,7820000.0000,3050000.0000,4820000.0000,0.6103
ikj_1350,890000000.0000,687000000.0000,700000.0000,0.0000,296000000.0000,27060000.0000,21900000.0000,5480000.0000,2720000.0000,2700000.0000,0.5850
ikj_1300,709000000.0000,552200000.0000,260000.0000,0.0000,253600000.0000,30900000.0000,25440000.0000,6300000.0000,3290000.0000,3000000.0000,0.4640
ikj_1250,669600000.0000,519800000.0000,100000.0000,0.0000,226400000.0000,20980000.0000,18140000.0000,4080000.0000,2380000.0000,1660000.0000,0.4329
ikj_1200,528400000.0000,414400000.0000,40000.0000,0.0000,198400000.0000,24720000.0000,19880000.0000,4360000.0000,2610000.0000,1720000.0000,0.3418
ikj_1150,484400000.0000,378800000.0000,40000.0000,0.0000,190000000.0000,17120000.0000,14140000.0000,2860000.0000,1970000.0000,860000.0000,0.3232
ikj_1100,386400000.0000,303200000.0000,0.0000,0.0000,155200000.0000,18380000.0000,16180000.0000,3150000.0000,2280000.0000,880000.0000,0.2476
ikj_1050,355800000.0000,280600000.0000,0.0000,0.0000,154000000.0000,14200000.0000,10220000.0000,1950000.0000,1520000.0000,400000.0000,0.2337
ikj_1000,261200000.0000,209000000.0000,20000.0000,0.0000,120800000.0000,15160000.0000,12000000.0000,2220000.0000,1870000.0000,340000.0000,0.1747
ikj_100,400000.0000,0.0000,0.0000,0.0000,0.0000,20000.0000,40000.0000,0.0000,0.0000,0.0000,0.0000
ijk_ikj_950_95,549400000.0000,453800000.0000,40000.0000,0.0000,636800000.0000,14520000.0000,13360000.0000,320000.0000,250000.0000,0.0000,0.1175
ijk_ikj_950_50,510000000.0000,422600000.0000,40000.0000,0.0000,760800000.0000,960000.0000,580000.0000,320000.0000,260000.0000,20000.0000,0.0963
ijk_ikj_950_38,568600000.0000,468400000.0000,40000.0000,0.0000,713600000.0000,1320000.0000,740000.0000,430000.0000,410000.0000,20000.0000,0.1040
ijk_ikj_950_25,566400000.0000,468000000.0000,40000.0000,0.0000,681200000.0000,1640000.0000,580000.0000,1010000.0000,1050000.0000,20000.0000,0.1047
ijk_ikj_950_190,576600000.0000,476000000.0000,0.0000,0.0000,612000000.0000,11620000.0000,9000000.0000,2160000.0000,2170000.0000,40000.0000,0.1597
ijk_ikj_950_19,596800000.0000,493200000.0000,80000.0000,0.0000,692000000.0000,1780000.0000,320000.0000,1780000.0000,1730000.0000,20000.0000,0.1209
ijk_ikj_950_10,746800000.0000,616000000.0000,220000.0000,0.0000,769200000.0000,5420000.0000,2040000.0000,3390000.0000,3340000.0000,0.0000,0.1338
ijk_ikj_900_90,505600000.0000,419400000.0000,0.0000,0.0000,559600000.0000,11100000.0000,9640000.0000,230000.0000,190000.0000,60000.0000,0.1036
ijk_ikj_900_75,454200000.0000,376400000.0000,0.0000,0.0000,550000000.0000,4240000.0000,4100000.0000,230000.0000,170000.0000,20000.0000,0.0827
ijk_ikj_900_60,434200000.0000,359400000.0000,20000.0000,0.0000,577200000.0000,1080000.0000,780000.0000,210000.0000,230000.0000,20000.0000,0.0900
ijk_ikj_900_50,435000000.0000,360000000.0000,0.0000,0.0000,584000000.0000,880000.0000,660000.0000,300000.0000,250000.0000,20000.0000,0.0906
ijk_ikj_900_45,449800000.0000,372200000.0000,20000.0000,0.0000,582400000.0000,1020000.0000,700000.0000,340000.0000,300000.0000,0.0000,0.0790
ijk_ikj_900_36,459400000.0000,378800000.0000,60000.0000,0.0000,617200000.0000,1320000.0000,680000.0000,450000.0000,430000.0000,20000.0000,0.0905
ijk_ikj_900_30,529600000.0000,435400000.0000,0.0000,0.0000,580800000.0000,1160000.0000,680000.0000,560000.0000,580000.0000,0.0000,0.0884
ijk_ikj_900_25,529200000.0000,435200000.0000,80000.0000,0.0000,616400000.0000,1540000.0000,640000.0000,800000.0000,780000.0000,0.0000,0.0904
ijk_ikj_900_225,518400000.0000,425000000.0000,0.0000,0.0000,497600000.0000,9260000.0000,7320000.0000,2140000.0000,2150000.0000,60000.0000,0.0870
ijk_ikj_900_20,467000000.0000,385600000.0000,80000.0000,0.0000,558400000.0000,1460000.0000,260000.0000,1240000.0000,1250000.0000,0.0000,0.0963
ijk_ikj_900_180,477000000.0000,394800000.0000,20000.0000,0.0000,507200000.0000,9800000.0000,8200000.0000,1580000.0000,1550000.0000,20000.0000,0.1395
ijk_ikj_900_18,506200000.0000,419200000.0000,0.0000,0.0000,592000000.0000,1520000.0000,260000.0000,1480000.0000,1400000.0000,0.0000,0.0936
ijk_ikj_900_150,470600000.0000,389600000.0000,0.0000,0.0000,510400000.0000,10260000.0000,9240000.0000,920000.0000,880000.0000,0.0000,0.1205
ijk_ikj_900_15,578800000.0000,477000000.0000,120000.0000,0.0000,634000000.0000,2060000.0000,380000.0000,1740000.0000,1740000.0000,40000.0000,0.1028
ijk_ikj_900_12,534400000.0000,441200000.0000,100000.0000,0.0000,623600000.0000,2960000.0000,500000.0000,2090000.0000,2070000.0000,20000.0000,0.0941
ijk_ikj_900_100,482200000.0000,398600000.0000,0.0000,0.0000,469200000.0000,10480000.0000,11980000.0000,230000.0000,260000.0000,0.0000,0.1100
ijk_ikj_900_10,628000000.0000,518800000.0000,100000.0000,0.0000,696800000.0000,4960000.0000,1840000.0000,2540000.0000,2470000.0000,0.0000,0.1182
ijk_ikj_850_85,393600000.0000,325400000.0000,20000.0000,0.0000,443200000.0000,8760000.0000,8420000.0000,170000.0000,170000.0000,20000.0000,0.0841
ijk_ikj_850_50,445000000.0000,363600000.0000,40000.0000,0.0000,506800000.0000,980000.0000,800000.0000,200000.0000,170000.0000,0.0000,0.0762
ijk_ikj_850_34,375400000.0000,310000000.0000,0.0000,0.0000,482000000.0000,920000.0000,560000.0000,410000.0000,420000.0000,0.0000,0.0744
ijk_ikj_850_25,399400000.0000,330000000.0000,0.0000,0.0000,499600000.0000,1180000.0000,580000.0000,730000.0000,700000.0000,0.0000,0.0758
ijk_ikj_850_170,437200000.0000,358400000.0000,20000.0000,0.0000,451600000.0000,8300000.0000,6640000.0000,1080000.0000,1050000.0000,20000.0000,0.1147
ijk_ikj_850_17,445200000.0000,367000000.0000,100000.0000,0.0000,526400000.0000,1720000.0000,200000.0000,1270000.0000,1280000.0000,0.0000,0.0788
ijk_ikj_850_10,538600000.0000,445800000.0000,20000.0000,0.0000,557200000.0000,3880000.0000,1680000.0000,2090000.0000,2130000.0000,20000.0000,0.0976
ijk_ikj_800_80,328200000.0000,272800000.0000,20000.0000,0.0000,354800000.0000,5340000.0000,5920000.0000,220000.0000,180000.0000,40000.0000,0.0682
ijk_ikj_800_50,314200000.0000,258800000.0000,40000.0000,0.0000,438400000.0000,680000.0000,460000.0000,180000.0000,150000.0000,20000.0000,0.0596
ijk_ikj_800_40,314200000.0000,258000000.0000,20000.0000,0.0000,372400000.0000,560000.0000,500000.0000,290000.0000,260000.0000,0.0000,0.0571
ijk_ikj_800_32,308000000.0000,253800000.0000,0.0000,0.0000,383600000.0000,940000.0000,580000.0000,440000.0000,460000.0000,0.0000,0.0624
ijk_ikj_800_25,343000000.0000,281200000.0000,20000.0000,0.0000,458400000.0000,1060000.0000,320000.0000,550000.0000,500000.0000,20000.0000,0.0665
ijk_ikj_800_200,354800000.0000,291200000.0000,40000.0000,0.0000,365200000.0000,7080000.0000,5240000.0000,1340000.0000,1280000.0000,20000.0000,0.0635
ijk_ikj_800_20,372200000.0000,304600000.0000,80000.0000,0.0000,407600000.0000,1000000.0000,340000.0000,740000.0000,770000.0000,40000.0000,0.0590
ijk_ikj_800_160,340200000.0000,281000000.0000,0.0000,0.0000,354800000.0000,7540000.0000,6640000.0000,990000.0000,930000.0000,20000.0000,0.0962
ijk_ikj_800_16,349000000.0000,288000000.0000,20000.0000,0.0000,462800000.0000,1680000.0000,260000.0000,1040000.0000,1040000.0000,0.0000,0.0624
ijk_ikj_800_100,320000000.0000,264400000.0000,0.0000,0.0000,317600000.0000,7140000.0000,8580000.0000,300000.0000,330000.0000,0.0000,0.0593
ijk_ikj_800_10,452000000.0000,371600000.0000,20000.0000,0.0000,480000000.0000,3120000.0000,1400000.0000,1420000.0000,1450000.0000,0.0000,0.0763
ijk_ikj_750_75,257400000.0000,213400000.0000,20000.0000,0.0000,392000000.0000,2680000.0000,1760000.0000,120000.0000,120000.0000,0.0000,0.0551
ijk_ikj_750_50,258800000.0000,212600000.0000,0.0000,0.0000,398000000.0000,760000.0000,240000.0000,140000.0000,130000.0000,0.0000,0.0521
ijk_ikj_750_30,277600000.0000,228600000.0000,0.0000,0.0000,401200000.0000,760000.0000,320000.0000,270000.0000,270000.0000,0.0000,0.0541
ijk_ikj_750_25,293400000.0000,242200000.0000,0.0000,0.0000,354400000.0000,860000.0000,300000.0000,480000.0000,470000.0000,0.0000,0.0539
ijk_ikj_750_150,281600000.0000,233400000.0000,0.0000,0.0000,296000000.0000,5740000.0000,5300000.0000,560000.0000,520000.0000,40000.0000,0.0795
ijk_ikj_750_15,314800000.0000,259600000.0000,0.0000,0.0000,359600000.0000,1140000.0000,300000.0000,900000.0000,900000.0000,0.0000,0.0576
ijk_ikj_750_125,307800000.0000,250200000.0000,0.0000,0.0000,361200000.0000,7480000.0000,4460000.0000,400000.0000,330000.0000,0.0000,0.0659
ijk_ikj_750_10,366800000.0000,302200000.0000,40000.0000,0.0000,372000000.0000,2560000.0000,1480000.0000,1110000.0000,1100000.0000,0.0000,0.0666
ijk_ikj_700_70,204000000.0000,169000000.0000,20000.0000,0.0000,254000000.0000,1000000.0000,1060000.0000,100000.0000,100000.0000,0.0000,0.0441
ijk_ikj_700_50,237000000.0000,195000000.0000,20000.0000,0.0000,302000000.0000,560000.0000,500000.0000,140000.0000,140000.0000,0.0000,0.0446
ijk_ikj_700_35,223000000.0000,183000000.0000,0.0000,0.0000,306400000.0000,620000.0000,320000.0000,200000.0000,200000.0000,0.0000,0.0393
ijk_ikj_700_28,215400000.0000,177200000.0000,20000.0000,0.0000,264400000.0000,560000.0000,340000.0000,320000.0000,290000.0000,0.0000,0.0479
ijk_ikj_700_25,229200000.0000,189800000.0000,0.0000,0.0000,293600000.0000,620000.0000,200000.0000,380000.0000,380000.0000,0.0000,0.0433
ijk_ikj_700_20,236000000.0000,196200000.0000,20000.0000,0.0000,268000000.0000,700000.0000,220000.0000,480000.0000,470000.0000,40000.0000,0.0459
ijk_ikj_700_175,265200000.0000,218400000.0000,0.0000,0.0000,284400000.0000,5100000.0000,2920000.0000,580000.0000,550000.0000,0.0000,0.0422
ijk_ikj_700_140,249400000.0000,206000000.0000,0.0000,0.0000,259200000.0000,4880000.0000,4020000.0000,400000.0000,380000.0000,20000.0000,0.0629
ijk_ikj_700_14,269400000.0000,221600000.0000,60000.0000,0.0000,342000000.0000,1160000.0000,400000.0000,510000.0000,530000.0000,0.0000,0.0479
ijk_ikj_700_100,258800000.0000,212200000.0000,0.0000,0.0000,274000000.0000,5220000.0000,4100000.0000,110000.0000,130000.0000,20000.0000,0.0486
ijk_ikj_700_10,290000000.0000,240600000.0000,0.0000,0.0000,317200000.0000,2180000.0000,1320000.0000,700000.0000,700000.0000,0.0000,0.0547
ijk_ikj_650_65,161000000.0000,132600000.0000,0.0000,0.0000,206000000.0000,540000.0000,540000.0000,130000.0000,80000.0000,0.0000,0.0372
ijk_ikj_650_50,167000000.0000,137400000.0000,0.0000,0.0000,209600000.0000,340000.0000,260000.0000,120000.0000,110000.0000,0.0000,0.0376
ijk_ikj_650_26,178600000.0000,147600000.0000,0.0000,0.0000,264800000.0000,460000.0000,200000.0000,210000.0000,200000.0000,0.0000,0.0401
ijk_ikj_650_25,185600000.0000,152600000.0000,0.0000,20000.0000,229200000.0000,540000.0000,180000.0000,300000.0000,290000.0000,0.0000,0.0372
ijk_ikj_650_130,188200000.0000,156000000.0000,0.0000,0.0000,180400000.0000,3560000.0000,4020000.0000,270000.0000,270000.0000,0.0000,0.0526
ijk_ikj_650_10,229000000.0000,190200000.0000,0.0000,0.0000,191200000.0000,1320000.0000,1480000.0000,600000.0000,600000.0000,0.0000,0.0438
ijk_ikj_600_75,149600000.0000,123000000.0000,0.0000,0.0000,233600000.0000,1920000.0000,740000.0000,60000.0000,50000.0000,0.0000,0.0260
ijk_ikj_600_60,158000000.0000,129200000.0000,0.0000,0.0000,144800000.0000,620000.0000,660000.0000,60000.0000,80000.0000,0.0000,0.0306
ijk_ikj_600_50,141400000.0000,117200000.0000,0.0000,0.0000,198000000.0000,240000.0000,340000.0000,80000.0000,60000.0000,0.0000,0.0238
ijk_ikj_600_40,152600000.0000,125000000.0000,0.0000,0.0000,147600000.0000,200000.0000,200000.0000,150000.0000,100000.0000,20000.0000,0.0259
ijk_ikj_600_30,156600000.0000,129200000.0000,0.0000,0.0000,208800000.0000,420000.0000,180000.0000,120000.0000,140000.0000,0.0000,0.0248
ijk_ikj_600_25,160200000.0000,132400000.0000,0.0000,0.0000,88800000.0000,160000.0000,220000.0000,330000.0000,330000.0000,0.0000,0.0274
ijk_ikj_600_24,154200000.0000,126600000.0000,20000.0000,0.0000,205600000.0000,440000.0000,140000.0000,180000.0000,140000.0000,0.0000,0.0285
ijk_ikj_600_20,167600000.0000,137000000.0000,20000.0000,0.0000,181200000.0000,480000.0000,160000.0000,210000.0000,240000.0000,0.0000,0.0302
ijk_ikj_600_150,159200000.0000,131600000.0000,0.0000,0.0000,149600000.0000,2840000.0000,2700000.0000,370000.0000,390000.0000,0.0000,0.0271
ijk_ikj_600_15,181000000.0000,149400000.0000,0.0000,0.0000,195200000.0000,580000.0000,280000.0000,300000.0000,340000.0000,0.0000,0.0302
ijk_ikj_600_120,149800000.0000,124400000.0000,0.0000,0.0000,94000000.0000,1800000.0000,3940000.0000,210000.0000,180000.0000,0.0000,0.0402
ijk_ikj_600_12,171800000.0000,141000000.0000,0.0000,0.0000,135600000.0000,660000.0000,540000.0000,460000.0000,420000.0000,20000.0000,0.0337
ijk_ikj_600_100,166000000.0000,137200000.0000,0.0000,0.0000,133600000.0000,2360000.0000,3260000.0000,110000.0000,90000.0000,0.0000,0.0356
ijk_ikj_600_10,197200000.0000,162600000.0000,0.0000,0.0000,276400000.0000,1900000.0000,540000.0000,160000.0000,180000.0000,0.0000,0.0341
ijk_ikj_550_55,96200000.0000,79800000.0000,0.0000,0.0000,163200000.0000,260000.0000,100000.0000,60000.0000,30000.0000,0.0000,0.0212
ijk_ikj_550_50,113800000.0000,92800000.0000,0.0000,0.0000,103600000.0000,180000.0000,200000.0000,80000.0000,80000.0000,0.0000,0.0237
ijk_ikj_550_25,145200000.0000,117400000.0000,0.0000,0.0000,94400000.0000,240000.0000,240000.0000,200000.0000,190000.0000,0.0000,0.0213
ijk_ikj_550_22,133800000.0000,110200000.0000,20000.0000,0.0000,140800000.0000,300000.0000,120000.0000,130000.0000,140000.0000,0.0000,0.0222
ijk_ikj_550_110,109400000.0000,89600000.0000,0.0000,0.0000,71200000.0000,1460000.0000,3460000.0000,90000.0000,80000.0000,0.0000,0.0311
ijk_ikj_550_11,173800000.0000,142000000.0000,0.0000,0.0000,138000000.0000,680000.0000,520000.0000,280000.0000,320000.0000,0.0000,0.0277
ijk_ikj_550_10,167600000.0000,136800000.0000,0.0000,0.0000,140800000.0000,860000.0000,800000.0000,160000.0000,150000.0000,0.0000,0.0301
ijk_ikj_500_50,86800000.0000,71400000.0000,0.0000,0.0000,69200000.0000,160000.0000,200000.0000,40000.0000,80000.0000,0.0000,0.0220
ijk_ikj_500_25,96400000.0000,79400000.0000,0.0000,0.0000,122800000.0000,280000.0000,120000.0000,70000.0000,70000.0000,0.0000,0.0193
ijk_ikj_500_20,100800000.0000,82200000.0000,0.0000,0.0000,95600000.0000,320000.0000,160000.0000,100000.0000,130000.0000,0.0000,0.0161
ijk_ikj_500_125,85200000.0000,70200000.0000,0.0000,0.0000,74400000.0000,1480000.0000,1980000.0000,120000.0000,110000.0000,0.0000,0.0175
ijk_ikj_500_100,96000000.0000,79600000.0000,0.0000,0.0000,106000000.0000,2160000.0000,1280000.0000,40000.0000,30000.0000,0.0000,0.0236
ijk_ikj_500_10,118200000.0000,97400000.0000,0.0000,0.0000,100800000.0000,660000.0000,680000.0000,120000.0000,110000.0000,0.0000,0.0223
ijk_ikj_450_90,68400000.0000,55400000.0000,0.0000,0.0000,65600000.0000,1180000.0000,1120000.0000,30000.0000,40000.0000,0.0000,0.0195
ijk_ikj_450_75,63000000.0000,51200000.0000,0.0000,0.0000,70800000.0000,460000.0000,520000.0000,20000.0000,20000.0000,0.0000,0.0153
ijk_ikj_450_50,76200000.0000,61200000.0000,0.0000,0.0000,89600000.0000,160000.0000,60000.0000,20000.0000,10000.0000,0.0000,0.0158
ijk_ikj_450_45,64800000.0000,53000000.0000,0.0000,0.0000,65600000.0000,140000.0000,120000.0000,100000.0000,30000.0000,0.0000,0.0191
ijk_ikj_450_30,70000000.0000,58200000.0000,0.0000,0.0000,95600000.0000,200000.0000,60000.0000,60000.0000,50000.0000,0.0000,0.0169
ijk_ikj_450_25,65200000.0000,53800000.0000,0.0000,0.0000,79600000.0000,180000.0000,100000.0000,70000.0000,30000.0000,0.0000,0.0170
ijk_ikj_450_18,70800000.0000,57600000.0000,0.0000,0.0000,86000000.0000,220000.0000,140000.0000,80000.0000,80000.0000,0.0000,0.0143
ijk_ikj_450_15,78600000.0000,64200000.0000,0.0000,0.0000,82000000.0000,240000.0000,120000.0000,80000.0000,80000.0000,0.0000,0.0202
ijk_ikj_450_10,96000000.0000,79200000.0000,0.0000,0.0000,89600000.0000,540000.0000,300000.0000,90000.0000,130000.0000,0.0000,0.0220
ijk_ikj_400_80,42000000.0000,34600000.0000,0.0000,0.0000,40000000.0000,600000.0000,780000.0000,0.0000,0.0000,0.0000,0.0139
ijk_ikj_400_50,44600000.0000,36600000.0000,0.0000,0.0000,66400000.0000,160000.0000,20000.0000,30000.0000,10000.0000,0.0000,0.0087
ijk_ikj_400_40,45200000.0000,37400000.0000,0.0000,0.0000,50400000.0000,60000.0000,80000.0000,30000.0000,40000.0000,0.0000,0.0110
ijk_ikj_400_25,49600000.0000,40800000.0000,0.0000,0.0000,42800000.0000,100000.0000,60000.0000,50000.0000,90000.0000,0.0000,0.0094
ijk_ikj_400_20,52400000.0000,43000000.0000,0.0000,0.0000,45600000.0000,100000.0000,100000.0000,80000.0000,40000.0000,0.0000,0.0110
ijk_ikj_400_16,41200000.0000,33800000.0000,0.0000,0.0000,57600000.0000,180000.0000,140000.0000,70000.0000,60000.0000,0.0000,0.0112
ijk_ikj_400_100,46600000.0000,38400000.0000,0.0000,0.0000,42800000.0000,780000.0000,1000000.0000,10000.0000,30000.0000,0.0000,0.0098
ijk_ikj_400_10,57400000.0000,47200000.0000,0.0000,0.0000,57200000.0000,360000.0000,280000.0000,20000.0000,30000.0000,0.0000,0.0117
ijk_ikj_350_70,27800000.0000,24000000.0000,0.0000,0.0000,24800000.0000,120000.0000,180000.0000,10000.0000,0.0000,20000.0000,0.0078
ijk_ikj_350_50,25200000.0000,21400000.0000,0.0000,0.0000,24000000.0000,40000.0000,20000.0000,10000.0000,30000.0000,0.0000,0.0076
ijk_ikj_350_35,32000000.0000,26800000.0000,0.0000,0.0000,51200000.0000,60000.0000,20000.0000,10000.0000,30000.0000,0.0000,0.0066
ijk_ikj_350_25,27600000.0000,23600000.0000,0.0000,0.0000,50800000.0000,140000.0000,0.0000,0.0000,10000.0000,0.0000,0.0084
ijk_ikj_350_14,34800000.0000,28600000.0000,0.0000,0.0000,26000000.0000,80000.0000,180000.0000,50000.0000,20000.0000,0.0000,0.0073
ijk_ikj_350_10,40600000.0000,32200000.0000,0.0000,0.0000,39600000.0000,240000.0000,180000.0000,10000.0000,10000.0000,0.0000,0.0087
ijk_ikj_300_75,19800000.0000,16800000.0000,0.0000,0.0000,26000000.0000,180000.0000,100000.0000,0.0000,10000.0000,0.0000,0.0038
ijk_ikj_300_60,19000000.0000,15600000.0000,0.0000,0.0000,20000000.0000,0.0000,40000.0000,20000.0000,0.0000,0.0000,0.0055
ijk_ikj_300_50,20000000.0000,16800000.0000,0.0000,0.0000,14000000.0000,40000.0000,40000.0000,0.0000,10000.0000,0.0000,0.0055
ijk_ikj_300_30,20400000.0000,16200000.0000,0.0000,0.0000,19200000.0000,40000.0000,0.0000,0.0000,20000.0000,0.0000,0.0043
ijk_ikj_300_25,22200000.0000,18800000.0000,0.0000,0.0000,25600000.0000,80000.0000,20000.0000,10000.0000,0.0000,0.0000,0.0041
ijk_ikj_300_20,23000000.0000,18600000.0000,0.0000,0.0000,26800000.0000,40000.0000,0.0000,0.0000,20000.0000,0.0000,0.0043
ijk_ikj_300_15,21400000.0000,18600000.0000,0.0000,0.0000,25200000.0000,60000.0000,80000.0000,20000.0000,20000.0000,0.0000,0.0053
ijk_ikj_300_12,21000000.0000,17600000.0000,0.0000,0.0000,22000000.0000,100000.0000,80000.0000,20000.0000,0.0000,0.0000,0.0053
ijk_ikj_300_10,28400000.0000,23000000.0000,0.0000,0.0000,26400000.0000,120000.0000,120000.0000,10000.0000,0.0000,0.0000,0.0057
ijk_ikj_250_50,12200000.0000,10400000.0000,0.0000,0.0000,9600000.0000,20000.0000,20000.0000,0.0000,10000.0000,0.0000,0.0038
ijk_ikj_250_25,13000000.0000,11400000.0000,0.0000,0.0000,8000000.0000,0.0000,20000.0000,10000.0000,10000.0000,0.0000,0.0033
ijk_ikj_250_10,17200000.0000,13600000.0000,0.0000,0.0000,13200000.0000,60000.0000,80000.0000,0.0000,0.0000,0.0000,0.0038
ijk_ikj_200_50,5600000.0000,5200000.0000,0.0000,0.0000,4400000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014
ijk_ikj_200_40,6400000.0000,5400000.0000,0.0000,0.0000,6000000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0023
ijk_ikj_200_25,7400000.0000,6400000.0000,0.0000,0.0000,7600000.0000,40000.0000,0.0000,0.0000,0.0000,0.0000,0.0016
ijk_ikj_200_20,6000000.0000,5000000.0000,0.0000,0.0000,5200000.0000,60000.0000,20000.0000,10000.0000,0.0000,0.0000,0.0022
ijk_ikj_200_10,8600000.0000,7000000.0000,0.0000,0.0000,7200000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
ijk_ikj_150_30,3600000.0000,3200000.0000,0.0000,0.0000,2400000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012
ijk_ikj_150_25,3200000.0000,2400000.0000,0.0000,0.0000,3200000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0008
ijk_ikj_150_15,2800000.0000,3000000.0000,0.0000,0.0000,3600000.0000,0.0000,60000.0000,0.0000,0.0000,0.0000,0.0010
ijk_ikj_150_10,3800000.0000,3200000.0000,0.0000,0.0000,2400000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0011
ijk_ikj_1500_75,1850000000.0000,1518200000.0000,200000.0000,0.0000,1988800000.0000,19240000.0000,17620000.0000,980000.0000,720000.0000,300000.0000,0.4009
ijk_ikj_1500_60,1965000000.0000,1623600000.0000,300000.0000,0.0000,1939200000.0000,11160000.0000,10860000.0000,1120000.0000,720000.0000,360000.0000,0.4061
ijk_ikj_1500_50,2073000000.0000,1708600000.0000,420000.0000,0.0000,2028000000.0000,7840000.0000,6880000.0000,1220000.0000,730000.0000,300000.0000,0.3928
ijk_ikj_1500_375,1925400000.0000,1571400000.0000,100000.0000,0.0000,1822000000.0000,30840000.0000,25220000.0000,5480000.0000,5350000.0000,40000.0000,0.4410
ijk_ikj_1500_300,1849000000.0000,1507000000.0000,20000.0000,0.0000,1764800000.0000,29360000.0000,23720000.0000,6650000.0000,6590000.0000,80000.0000,0.6494
ijk_ikj_1500_30,2057600000.0000,1692000000.0000,940000.0000,0.0000,2112800000.0000,4720000.0000,2540000.0000,2240000.0000,1640000.0000,460000.0000,0.4265
ijk_ikj_1500_250,1893200000.0000,1554200000.0000,140000.0000,20000.0000,1790800000.0000,31300000.0000,23720000.0000,7790000.0000,7700000.0000,180000.0000,0.5450
ijk_ikj_1500_25,1888800000.0000,1551800000.0000,1160000.0000,0.0000,2108000000.0000,5180000.0000,2000000.0000,3130000.0000,2730000.0000,300000.0000,0.4159
