Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ijk_ikj_1500_10,30401555555.5556,8489555555.5556,7014666666.6667,15800000.0000,22222.2222,8239266666.6667,57711111.1111,7527777.7778,51788888.8889,51044444.4444,566666.6667,0.6051
ijk_ikj_1450_10,27460888888.8889,7577111111.1111,6256888888.8889,11822222.2222,22222.2222,7450600000.0000,52333333.3333,7844444.4444,45888888.8889,45461111.1111,377777.7778,0.5474
ijk_ikj_1500_15,26586444444.4444,7154222222.2222,5918444444.4444,8266666.6667,0.0000,8149222222.2222,28177777.7778,1805555.5556,26444444.4444,25611111.1111,788888.8889,0.5334
ijk_ikj_1500_12,25218222222.2222,7123777777.7778,5886888888.8889,11422222.2222,22222.2222,7535666666.6667,37311111.1111,1827777.7778,35505555.5556,34872222.2222,455555.5556,0.5282
ijk_ikj_1400_10,24720666666.6667,7261333333.3333,5964888888.8889,9933333.3333,22222.2222,6741555555.5556,46755555.5556,7305555.5556,40094444.4444,39594444.4444,411111.1111,0.4938
ijk_ikj_1500_25,22323555555.5556,6304888888.8889,5210666666.6667,4222222.2222,22222.2222,7538733333.3333,19533333.3333,5688888.8889,12033333.3333,10838888.8889,1027777.7778,0.4621
ijk_ikj_1350_10,22164000000.0000,6334888888.8889,5227777777.7778,7577777.7778,22222.2222,6023088888.8889,42422222.2222,7344444.4444,35911111.1111,35522222.2222,327777.7778,0.4361
ijk_ikj_1500_20,22128222222.2222,6406000000.0000,5299555555.5556,5377777.7778,0.0000,7462488888.8889,21177777.7778,3233333.3333,17044444.4444,16161111.1111,827777.7778,0.4666
ijk_ikj_1500_30,21837777777.7778,6235555555.5556,5159777777.7778,3000000.0000,0.0000,7606111111.1111,18333333.3333,8222222.2222,8477777.7778,7255555.5556,1033333.3333,0.4739
ijk_ikj_1400_14,21659333333.3333,5929555555.5556,4894444444.4444,5600000.0000,22222.2222,6489400000.0000,24777777.7778,1700000.0000,23250000.0000,22888888.8889,355555.5556,0.4324
ijk_ikj_1500_50,20213111111.1111,5955777777.7778,4925555555.5556,1244444.4444,0.0000,7421066666.6667,13977777.7778,8650000.0000,3683333.3333,2755555.5556,761111.1111,0.4364
ijk_ikj_1450_25,20165777777.7778,5672000000.0000,4685333333.3333,3533333.3333,0.0000,6826333333.3333,18155555.5556,5833333.3333,10838888.8889,9844444.4444,827777.7778,0.4289
ijk_ikj_1300_10,19791111111.1111,5574444444.4444,4599333333.3333,5844444.4444,0.0000,5389777777.7778,37911111.1111,7250000.0000,31422222.2222,31088888.8889,277777.7778,0.3874
ijk_ikj_1450_29,19590888888.8889,5463777777.7778,4516000000.0000,2822222.2222,22222.2222,6839266666.6667,17977777.7778,7933333.3333,8283333.3333,7316666.6667,800000.0000,0.4521
ijk_ikj_1500_75,19521333333.3333,6007111111.1111,4962444444.4444,688888.8889,0.0000,7174022222.2222,64044444.4444,56050000.0000,3438888.8889,2633333.3333,594444.4444,0.4454
ijk_ikj_1350_15,19381111111.1111,5358222222.2222,4426444444.4444,4333333.3333,44444.4444,5972755555.5556,21488888.8889,2094444.4444,19400000.0000,18933333.3333,427777.7778,0.3766
ijk_ikj_1500_60,19216000000.0000,5854222222.2222,4842888888.8889,888888.8889,0.0000,7321244444.4444,18222222.2222,14155555.5556,3211111.1111,2300000.0000,711111.1111,0.4512
ijk_ikj_1500_125,18704000000.0000,6367555555.5556,5257777777.7778,377777.7778,22222.2222,6579844444.4444,142466666.6667,132333333.3333,9855555.5556,9266666.6667,427777.7778,0.4458
ijk_ikj_1500_100,18655555555.5556,6266000000.0000,5180000000.0000,533333.3333,0.0000,6403422222.2222,147377777.7778,146677777.7778,4794444.4444,4172222.2222,500000.0000,0.4744
ijk_ikj_1500_150,18611111111.1111,6501111111.1111,5355111111.1111,266666.6667,0.0000,6510222222.2222,126377777.7778,115294444.4444,13916666.6667,13372222.2222,477777.7778,0.5226
ijk_ikj_1500_250,18294888888.8889,6395777777.7778,5226444444.4444,355555.5556,0.0000,6518711111.1111,121466666.6667,92816666.6667,29627777.7778,29172222.2222,322222.2222,0.6056
ijk_ikj_1450_50,18256444444.4444,5205555555.5556,4308222222.2222,977777.7778,0.0000,6771133333.3333,12066666.6667,7611111.1111,3361111.1111,2727777.7778,505555.5556,0.4163
ijk_ikj_1500_375,18159555555.5556,6219111111.1111,5130000000.0000,266666.6667,22222.2222,6609311111.1111,119000000.0000,97961111.1111,22100000.0000,21733333.3333,233333.3333,0.4900
ijk_ikj_1400_25,18149555555.5556,5139555555.5556,4246222222.2222,2600000.0000,0.0000,6093422222.2222,16377777.7778,5238888.8889,9838888.8889,8988888.8889,644444.4444,0.3647
ijk_ikj_1500_300,18097555555.5556,6398666666.6667,5237777777.7778,155555.5556,0.0000,6570555555.5556,110822222.2222,87416666.6667,24694444.4444,24344444.4444,316666.6667,0.7216
ijk_ikj_1400_20,17989777777.7778,5360000000.0000,4422666666.6667,3600000.0000,0.0000,6045644444.4444,18355555.5556,3650000.0000,14022222.2222,13355555.5556,555555.5556,0.3736
ijk_ikj_1450_58,17958222222.2222,5251555555.5556,4338444444.4444,866666.6667,0.0000,6672800000.0000,15133333.3333,12100000.0000,2877777.7778,2294444.4444,488888.8889,0.4220
ijk_ikj_1350_18,17939555555.5556,4959111111.1111,4096666666.6667,3244444.4444,0.0000,5741600000.0000,17688888.8889,2133333.3333,14822222.2222,14344444.4444,366666.6667,0.3511
ijk_ikj_1250_10,17593111111.1111,4974000000.0000,4104888888.8889,3555555.5556,22222.2222,4772266666.6667,33422222.2222,6827777.7778,27516666.6667,27227777.7778,188888.8889,0.3491
ijk_ikj_1400_35,17476444444.4444,4989333333.3333,4123777777.7778,1488888.8889,44444.4444,6216266666.6667,14711111.1111,8538888.8889,5816666.6667,4977777.7778,700000.0000,0.3633
ijk_ikj_1300_13,17380666666.6667,4837333333.3333,3994888888.8889,3844444.4444,0.0000,5149622222.2222,23955555.5556,1216666.6667,21788888.8889,21477777.7778,277777.7778,0.3296
ijk_ikj_1400_28,16958666666.6667,5015111111.1111,4145555555.5556,2311111.1111,22222.2222,6040244444.4444,15511111.1111,6066666.6667,7900000.0000,7144444.4444,638888.8889,0.3567
ijk_ikj_1450_145,16783555555.5556,5609111111.1111,4618444444.4444,400000.0000,0.0000,5913311111.1111,122066666.6667,113277777.7778,9744444.4444,9216666.6667,394444.4444,0.4831
ijk_ikj_1350_27,16480000000.0000,4800666666.6667,3952888888.8889,1911111.1111,44444.4444,5716288888.8889,15088888.8889,6188888.8889,7505555.5556,6894444.4444,533333.3333,0.3357
ijk_ikj_1450_290,16466666666.6667,5701111111.1111,4667555555.5556,111111.1111,22222.2222,5913000000.0000,108000000.0000,84700000.0000,24494444.4444,24222222.2222,277777.7778,0.6331
ijk_ikj_1400_50,16434666666.6667,4820444444.4444,3984666666.6667,866666.6667,0.0000,6111733333.3333,11622222.2222,7072222.2222,3050000.0000,2438888.8889,600000.0000,0.3319
ijk_ikj_1350_25,16274666666.6667,4706222222.2222,3876444444.4444,2355555.5556,0.0000,5483622222.2222,15066666.6667,5283333.3333,8655555.5556,7977777.7778,522222.2222,0.3280
ijk_ikj_1400_40,16202888888.8889,4885555555.5556,4037333333.3333,1155555.5556,0.0000,5981955555.5556,11444444.4444,6944444.4444,4222222.2222,3455555.5556,661111.1111,0.3436
ijk_ikj_1350_30,15919777777.7778,4650222222.2222,3829777777.7778,1622222.2222,22222.2222,5556200000.0000,13466666.6667,6400000.0000,6038888.8889,5388888.8889,538888.8889,0.3289
ijk_ikj_1400_70,15871333333.3333,4878888888.8889,4029333333.3333,666666.6667,22222.2222,6055666666.6667,29577777.7778,22227777.7778,2477777.7778,1855555.5556,466666.6667,0.3366
ijk_ikj_1400_56,15705555555.5556,4687111111.1111,3867333333.3333,755555.5556,0.0000,6100222222.2222,12088888.8889,7688888.8889,2544444.4444,2033333.3333,444444.4444,0.3863
ijk_ikj_1200_10,15566000000.0000,4260666666.6667,3520222222.2222,1977777.7778,0.0000,4246088888.8889,28977777.7778,6711111.1111,22833333.3333,22655555.5556,133333.3333,0.3013
ijk_ikj_1400_100,15166444444.4444,4991555555.5556,4128666666.6667,444444.4444,0.0000,5240777777.7778,122955555.5556,120988888.8889,2766666.6667,2277777.7778,388888.8889,0.4171
ijk_ikj_1400_175,15080444444.4444,5117111111.1111,4233555555.5556,177777.7778,0.0000,5298288888.8889,104844444.4444,89383333.3333,17488888.8889,17094444.4444,322222.2222,0.3841
ijk_ikj_1400_140,14972000000.0000,5384222222.2222,4442222222.2222,266666.6667,0.0000,5370422222.2222,107400000.0000,96938888.8889,8361111.1111,7877777.7778,361111.1111,0.4374
ijk_ikj_1400_200,14827111111.1111,5221555555.5556,4296444444.4444,222222.2222,0.0000,5150911111.1111,96066666.6667,80277777.7778,21233333.3333,20844444.4444,272222.2222,0.4394
ijk_ikj_1350_45,14795555555.5556,4469333333.3333,3686888888.8889,911111.1111,0.0000,5441244444.4444,12355555.5556,8233333.3333,3383333.3333,2611111.1111,594444.4444,0.3100
ijk_ikj_1400_350,14764222222.2222,5200222222.2222,4288222222.2222,200000.0000,22222.2222,5364266666.6667,89400000.0000,73300000.0000,18127777.7778,17916666.6667,161111.1111,0.3710
ijk_ikj_1350_50,14735777777.7778,4385555555.5556,3623777777.7778,822222.2222,0.0000,5481222222.2222,11644444.4444,8500000.0000,2755555.5556,2200000.0000,416666.6667,0.3274
ijk_ikj_1400_280,14732000000.0000,5057777777.7778,4146000000.0000,200000.0000,0.0000,5286822222.2222,95577777.7778,75011111.1111,21927777.7778,21666666.6667,227777.7778,0.5689
ijk_ikj_1300_26,14627333333.3333,4223333333.3333,3486000000.0000,1622222.2222,22222.2222,4972466666.6667,11844444.4444,3805555.5556,6983333.3333,6511111.1111,388888.8889,0.2902
ijk_ikj_1350_54,14602000000.0000,4330888888.8889,3573555555.5556,755555.5556,0.0000,5422422222.2222,12000000.0000,10555555.5556,2483333.3333,2044444.4444,400000.0000,0.3249
ijk_ikj_1300_25,14532000000.0000,4120888888.8889,3405555555.5556,1866666.6667,44444.4444,4918488888.8889,12777777.7778,4183333.3333,7550000.0000,7100000.0000,438888.8889,0.3019
ijk_ikj_1300_20,14403111111.1111,4159555555.5556,3436444444.4444,2244444.4444,0.0000,4808866666.6667,13800000.0000,2177777.7778,11094444.4444,10705555.5556,288888.8889,0.2937
ijk_ikj_1350_75,14231555555.5556,4496000000.0000,3710222222.2222,400000.0000,0.0000,5114266666.6667,52511111.1111,49500000.0000,2333333.3333,1855555.5556,405555.5556,0.3384
ijk_ikj_1350_90,13953777777.7778,4633777777.7778,3827777777.7778,422222.2222,0.0000,4794044444.4444,106777777.7778,106550000.0000,2383333.3333,1894444.4444,355555.5556,0.3663
ijk_ikj_1150_10,13698666666.6667,3773777777.7778,3117555555.5556,1666666.6667,22222.2222,3759688888.8889,26533333.3333,6700000.0000,19733333.3333,19533333.3333,116666.6667,0.2614
ijk_ikj_1350_135,13679111111.1111,4924444444.4444,4055333333.3333,266666.6667,0.0000,4842222222.2222,88888888.8889,83455555.5556,7150000.0000,6766666.6667,327777.7778,0.4232
ijk_ikj_1200_15,13611333333.3333,3751333333.3333,3098222222.2222,1377777.7778,44444.4444,4266888888.8889,15377777.7778,1605555.5556,12977777.7778,12872222.2222,194444.4444,0.2547
ijk_ikj_1350_150,13568222222.2222,4679777777.7778,3854666666.6667,244444.4444,22222.2222,4722888888.8889,94377777.7778,88050000.0000,9666666.6667,9316666.6667,355555.5556,0.4272
ijk_ikj_1350_225,13351111111.1111,4866444444.4444,3987333333.3333,177777.7778,22222.2222,4828355555.5556,78755555.5556,56722222.2222,21833333.3333,21488888.8889,255555.5556,0.4332
ijk_ikj_1350_270,13312222222.2222,4702666666.6667,3849111111.1111,177777.7778,0.0000,4675755555.5556,85000000.0000,68777777.7778,21222222.2222,20927777.7778,244444.4444,0.5084
ijk_1500,13191333333.3333,20031111111.1111,16554222222.2222,891222222.2222,66666.6667,3728266666.6667,3736244444.4444,3034155555.5556,705527777.7778,648822222.2222,28361111.1111,1.8823
ijk_ikj_1300_50,13155777777.7778,3799333333.3333,3138222222.2222,711111.1111,0.0000,4874311111.1111,9111111.1111,5955555.5556,2416666.6667,1966666.6667,366666.6667,0.2872
ijk_ikj_1250_25,12919555555.5556,3656888888.8889,3023777777.7778,1311111.1111,0.0000,4327111111.1111,12355555.5556,4794444.4444,6716666.6667,6383333.3333,288888.8889,0.2597
ijk_ikj_1200_12,12911777777.7778,3597333333.3333,2972000000.0000,1444444.4444,0.0000,3909000000.0000,19177777.7778,1588888.8889,16955555.5556,16816666.6667,116666.6667,0.2632
ijk_ikj_1300_65,12711555555.5556,3933555555.5556,3250666666.6667,622222.2222,44444.4444,4705666666.6667,20622222.2222,16172222.2222,2172222.2222,1733333.3333,338888.8889,0.2840
ijk_ikj_1300_52,12650666666.6667,3829777777.7778,3165111111.1111,533333.3333,0.0000,4863511111.1111,11022222.2222,7711111.1111,2405555.5556,1983333.3333,327777.7778,0.2872
ijk_ikj_1300_130,12194888888.8889,4184888888.8889,3455111111.1111,311111.1111,0.0000,4221822222.2222,88244444.4444,86105555.5556,5422222.2222,5055555.5556,294444.4444,0.3423
ijk_ikj_1300_100,12145333333.3333,4133777777.7778,3414222222.2222,266666.6667,0.0000,4169511111.1111,95933333.3333,95883333.3333,2700000.0000,2250000.0000,294444.4444,0.4006
ijk_ikj_1100_10,11989333333.3333,3212444444.4444,2655777777.7778,1022222.2222,0.0000,3289666666.6667,23466666.6667,6738888.8889,16716666.6667,16650000.0000,83333.3333,0.2333
ijk_ikj_1200_16,11911333333.3333,3278000000.0000,2710000000.0000,1088888.8889,0.0000,3754244444.4444,14777777.7778,1661111.1111,13500000.0000,13266666.6667,194444.4444,0.2303
ijk_1450,11906888888.8889,19090222222.2222,15761333333.3333,708155555.5556,0.0000,3348222222.2222,3360000000.0000,2810788888.8889,588233333.3333,540044444.4444,22255555.5556,1.3544
ijk_ikj_1300_325,11820888888.8889,4164666666.6667,3438444444.4444,111111.1111,0.0000,4230600000.0000,72422222.2222,59211111.1111,16016666.6667,15827777.7778,144444.4444,0.2966
ijk_ikj_1100_11,11814444444.4444,3374444444.4444,2791777777.7778,1000000.0000,0.0000,3363400000.0000,18466666.6667,1372222.2222,17211111.1111,17172222.2222,55555.5556,0.2358
ijk_ikj_1300_260,11808000000.0000,4154444444.4444,3408000000.0000,244444.4444,0.0000,4220466666.6667,78355555.5556,60333333.3333,19583333.3333,19333333.3333,244444.4444,0.4520
ijk_ikj_1250_50,11698444444.4444,3449777777.7778,2848666666.6667,555555.5556,0.0000,4387733333.3333,9444444.4444,6388888.8889,2155555.5556,1838888.8889,222222.2222,0.2609
ijk_ikj_1200_25,11429555555.5556,3233555555.5556,2670666666.6667,977777.7778,0.0000,3804066666.6667,10444444.4444,3916666.6667,6022222.2222,5705555.5556,272222.2222,0.2224
ijk_ikj_1200_20,11328000000.0000,3237333333.3333,2671777777.7778,866666.6667,0.0000,3763644444.4444,10666666.6667,2177777.7778,8522222.2222,8316666.6667,161111.1111,0.2341
ijk_ikj_1200_30,11182222222.2222,3129777777.7778,2587111111.1111,688888.8889,22222.2222,3926822222.2222,9177777.7778,4116666.6667,4094444.4444,3877777.7778,183333.3333,0.2167
ijk_ikj_1200_24,10948000000.0000,3163555555.5556,2614666666.6667,888888.8889,0.0000,3813755555.5556,8666666.6667,2361111.1111,5416666.6667,5294444.4444,177777.7778,0.2209
ijk_ikj_1250_125,10824444444.4444,3625555555.5556,2993777777.7778,222222.2222,0.0000,3761777777.7778,82466666.6667,79200000.0000,4472222.2222,4150000.0000,266666.6667,0.3041
ijk_1400,10724666666.6667,15246444444.4444,12596000000.0000,400177777.7778,22222.2222,3003466666.6667,3029422222.2222,2634377777.7778,427644444.4444,378988888.8889,20994444.4444,1.1079
ijk_ikj_1250_250,10589555555.5556,3674222222.2222,3017777777.7778,200000.0000,0.0000,3759933333.3333,70244444.4444,53327777.7778,18122222.2222,17988888.8889,177777.7778,0.4069
ijk_ikj_1150_23,10571111111.1111,2923555555.5556,2413555555.5556,600000.0000,0.0000,3564755555.5556,9355555.5556,2833333.3333,5866666.6667,5727777.7778,133333.3333,0.2187
ijk_ikj_1050_10,10427333333.3333,2757777777.7778,2282444444.4444,511111.1111,0.0000,3014600000.0000,22377777.7778,7938888.8889,12072222.2222,11983333.3333,83333.3333,0.2021
ijk_ikj_1200_50,10348444444.4444,3046222222.2222,2514888888.8889,466666.6667,22222.2222,3898777777.7778,8066666.6667,5422222.2222,1905555.5556,1577777.7778,233333.3333,0.2110
ijk_ikj_1200_40,10204222222.2222,2987111111.1111,2463111111.1111,533333.3333,0.0000,3785755555.5556,7200000.0000,4211111.1111,2561111.1111,2288888.8889,188888.8889,0.2144
ijk_ikj_1150_25,10059555555.5556,2860222222.2222,2359333333.3333,533333.3333,22222.2222,3391733333.3333,9733333.3333,4027777.7778,5183333.3333,4933333.3333,200000.0000,0.2014
ijk_ikj_1200_48,10020666666.6667,2976444444.4444,2458666666.6667,444444.4444,0.0000,3823022222.2222,8688888.8889,5905555.5556,2238888.8889,1961111.1111,250000.0000,0.2297
ijk_ikj_1200_75,9995555555.5556,3184888888.8889,2629333333.3333,311111.1111,0.0000,3671577777.7778,36111111.1111,32161111.1111,1666666.6667,1355555.5556,227777.7778,0.2194
ijk_ikj_1200_60,9838000000.0000,2982222222.2222,2457777777.7778,311111.1111,0.0000,3780022222.2222,10688888.8889,8161111.1111,1616666.6667,1300000.0000,183333.3333,0.2073
ijk_ikj_1200_80,9657555555.5556,3178666666.6667,2621555555.5556,266666.6667,0.0000,3454955555.5556,56111111.1111,53627777.7778,1622222.2222,1305555.5556,250000.0000,0.2570
ijk_1350,9613111111.1111,14781333333.3333,12208444444.4444,327866666.6667,22222.2222,2682466666.6667,2695466666.6667,2397088888.8889,364344444.4444,330027777.7778,14555555.5556,1.0623
ijk_ikj_1200_100,9549555555.5556,3260222222.2222,2691555555.5556,200000.0000,0.0000,3313622222.2222,76266666.6667,75477777.7778,1811111.1111,1594444.4444,211111.1111,0.2201
ijk_ikj_1200_150,9528000000.0000,3240666666.6667,2675333333.3333,111111.1111,0.0000,3307222222.2222,67533333.3333,64766666.6667,5777777.7778,5538888.8889,155555.5556,0.2328
ijk_ikj_1200_120,9479777777.7778,3191333333.3333,2638222222.2222,155555.5556,22222.2222,3175577777.7778,66777777.7778,71238888.8889,2555555.5556,2266666.6667,244444.4444,0.2666
ijk_ikj_1200_200,9338000000.0000,3311111111.1111,2728666666.6667,88888.8889,0.0000,3323377777.7778,62088888.8889,49627777.7778,13050000.0000,12816666.6667,188888.8889,0.3033
ijk_ikj_1200_240,9303555555.5556,3347333333.3333,2751777777.7778,133333.3333,0.0000,3311222222.2222,63933333.3333,48888888.8889,16411111.1111,16255555.5556,155555.5556,0.3591
ijk_ikj_1200_300,9265777777.7778,3418666666.6667,2810444444.4444,133333.3333,0.0000,3322511111.1111,57511111.1111,46744444.4444,12222222.2222,12094444.4444,138888.8889,0.2337
ijk_ikj_1100_22,9205555555.5556,2649111111.1111,2188888888.8889,377777.7778,22222.2222,3066000000.0000,7533333.3333,1605555.5556,5366666.6667,5116666.6667,183333.3333,0.1898
ijk_ikj_1150_46,9200222222.2222,2612222222.2222,2157555555.5556,222222.2222,0.0000,3376066666.6667,6022222.2222,3772222.2222,1805555.5556,1688888.8889,161111.1111,0.2042
ijk_ikj_1050_14,9136000000.0000,2365111111.1111,1959555555.5556,355555.5556,0.0000,2724511111.1111,10733333.3333,1994444.4444,8866666.6667,8850000.0000,61111.1111,0.1761
ijk_ikj_1050_15,9119111111.1111,2370888888.8889,1958666666.6667,377777.7778,0.0000,2799866666.6667,10355555.5556,2072222.2222,8333333.3333,8311111.1111,44444.4444,0.1730
ijk_ikj_1150_50,9106888888.8889,2651333333.3333,2190666666.6667,288888.8889,0.0000,3422844444.4444,6622222.2222,4127777.7778,1594444.4444,1461111.1111,150000.0000,0.1857
ijk_ikj_1000_10,9008222222.2222,2444888888.8889,2018444444.4444,422222.2222,0.0000,2488844444.4444,17955555.5556,6677777.7778,11027777.7778,10922222.2222,61111.1111,0.1758
ijk_ikj_1100_25,8805111111.1111,2534444444.4444,2098000000.0000,533333.3333,0.0000,2978000000.0000,8244444.4444,2605555.5556,4588888.8889,4333333.3333,177777.7778,0.1706
ijk_ikj_1100_20,8726444444.4444,2445333333.3333,2021111111.1111,422222.2222,22222.2222,2911355555.5556,8111111.1111,1433333.3333,6500000.0000,6416666.6667,72222.2222,0.1741
ijk_1300,8585777777.7778,12378000000.0000,10226444444.4444,309422222.2222,22222.2222,2433333333.3333,2449000000.0000,2100538888.8889,325011111.1111,298116666.6667,11755555.5556,0.8972
ijk_ikj_1150_115,8530222222.2222,2787333333.3333,2306222222.2222,155555.5556,0.0000,2947711111.1111,66777777.7778,65500000.0000,2716666.6667,2438888.8889,172222.2222,0.2367
ijk_ikj_1150_230,8264222222.2222,2877555555.5556,2370888888.8889,111111.1111,0.0000,2922000000.0000,55111111.1111,42066666.6667,13850000.0000,13766666.6667,138888.8889,0.3200
ijk_ikj_1100_50,7970000000.0000,2356666666.6667,1946000000.0000,177777.7778,0.0000,2961511111.1111,6088888.8889,4027777.7778,1444444.4444,1294444.4444,161111.1111,0.1738
ijk_ikj_1050_21,7961333333.3333,2194888888.8889,1814000000.0000,244444.4444,0.0000,2642777777.7778,8400000.0000,2538888.8889,5238888.8889,5205555.5556,72222.2222,0.1707
ijk_ikj_1100_55,7945777777.7778,2258000000.0000,1866222222.2222,111111.1111,0.0000,2954088888.8889,6222222.2222,4716666.6667,1494444.4444,1305555.5556,100000.0000,0.1627
ijk_ikj_1100_44,7782000000.0000,2299333333.3333,1904000000.0000,288888.8889,22222.2222,2925111111.1111,5711111.1111,3677777.7778,1850000.0000,1666666.6667,150000.0000,0.1743
ijk_ikj_950_10,7723555555.5556,2072000000.0000,1711111111.1111,422222.2222,0.0000,2093155555.5556,15044444.4444,6188888.8889,9194444.4444,9177777.7778,38888.8889,0.1487
ijk_ikj_1050_25,7657555555.5556,2130444444.4444,1761555555.5556,244444.4444,0.0000,2591533333.3333,7577777.7778,3172222.2222,3883333.3333,3766666.6667,105555.5556,0.1552
ijk_1250,7630222222.2222,11371555555.5556,9394666666.6667,51244444.4444,0.0000,2127844444.4444,2132733333.3333,1965016666.6667,230594444.4444,209900000.0000,8777777.7778,0.8056
ijk_ikj_1050_30,7488444444.4444,2022444444.4444,1672888888.8889,177777.7778,22222.2222,2549600000.0000,5977777.7778,3077777.7778,2744444.4444,2727777.7778,72222.2222,0.1524
ijk_ikj_1100_110,7453111111.1111,2515333333.3333,2075333333.3333,222222.2222,0.0000,2654000000.0000,59066666.6667,54900000.0000,1877777.7778,1655555.5556,150000.0000,0.2074
ijk_ikj_1050_35,7371555555.5556,2031555555.5556,1680222222.2222,244444.4444,0.0000,2584000000.0000,6177777.7778,3616666.6667,2294444.4444,2172222.2222,100000.0000,0.1501
ijk_ikj_1100_100,7356222222.2222,2455333333.3333,2029333333.3333,177777.7778,0.0000,2613466666.6667,60911111.1111,56833333.3333,1372222.2222,1183333.3333,161111.1111,0.1884
ijk_ikj_1100_275,7210222222.2222,2559111111.1111,2110222222.2222,88888.8889,0.0000,2632155555.5556,48111111.1111,35733333.3333,11361111.1111,11216666.6667,111111.1111,0.1752
ijk_ikj_1100_220,7176444444.4444,2498000000.0000,2061777777.7778,44444.4444,22222.2222,2605066666.6667,50133333.3333,36716666.6667,11677777.7778,11500000.0000,172222.2222,0.2907
ijk_ikj_1050_42,7090666666.6667,1954888888.8889,1618444444.4444,266666.6667,0.0000,2669377777.7778,4933333.3333,2833333.3333,1572222.2222,1472222.2222,83333.3333,0.1521
ijk_ikj_1050_50,6930888888.8889,1951111111.1111,1614222222.2222,155555.5556,0.0000,2550266666.6667,5333333.3333,3650000.0000,1322222.2222,1188888.8889,94444.4444,0.1539
ijk_1200,6754000000.0000,9004444444.4444,7422444444.4444,27333333.3333,0.0000,1876088888.8889,1907133333.3333,1750738888.8889,184011111.1111,162172222.2222,8616666.6667,0.6581
ijk_ikj_1050_70,6697111111.1111,1995777777.7778,1654222222.2222,88888.8889,0.0000,2488466666.6667,14977777.7778,11722222.2222,1022222.2222,888888.8889,55555.5556,0.1532
ijk_ikj_1050_75,6696222222.2222,2017555555.5556,1668888888.8889,44444.4444,0.0000,2544733333.3333,22777777.7778,18050000.0000,1122222.2222,1016666.6667,105555.5556,0.1652
ijk_ikj_1000_25,6613333333.3333,1792444444.4444,1483777777.7778,111111.1111,0.0000,2306422222.2222,6133333.3333,2094444.4444,3255555.5556,3222222.2222,44444.4444,0.1384
ijk_ikj_900_10,6567555555.5556,1709777777.7778,1415555555.5556,200000.0000,0.0000,1798777777.7778,13000000.0000,5761111.1111,7205555.5556,7211111.1111,27777.7778,0.1313
ijk_ikj_1000_20,6555111111.1111,1793555555.5556,1487111111.1111,200000.0000,0.0000,2262933333.3333,6600000.0000,1272222.2222,4622222.2222,4594444.4444,22222.2222,0.1418
ijk_ikj_1050_105,6472888888.8889,2094222222.2222,1731555555.5556,88888.8889,0.0000,2187422222.2222,51511111.1111,51711111.1111,2072222.2222,1900000.0000,111111.1111,0.1809
ijk_ikj_1050_150,6384222222.2222,2125777777.7778,1755111111.1111,66666.6667,0.0000,2204688888.8889,44088888.8889,42705555.5556,3938888.8889,3783333.3333,116666.6667,0.1682
ijk_ikj_1050_175,6362000000.0000,2130000000.0000,1760222222.2222,44444.4444,0.0000,2247600000.0000,43933333.3333,37616666.6667,6766666.6667,6661111.1111,127777.7778,0.2007
ijk_ikj_1050_210,6307111111.1111,2162444444.4444,1785111111.1111,44444.4444,0.0000,2215088888.8889,42488888.8889,33794444.4444,9788888.8889,9638888.8889,122222.2222,0.2424
ijk_ikj_950_19,6270888888.8889,1694000000.0000,1399333333.3333,133333.3333,0.0000,2039688888.8889,5666666.6667,822222.2222,4672222.2222,4588888.8889,22222.2222,0.1343
ijk_ikj_1000_50,5988222222.2222,1658000000.0000,1370444444.4444,155555.5556,22222.2222,2365266666.6667,4288888.8889,2577777.7778,977777.7778,877777.7778,33333.3333,0.1328
ijk_1150,5944888888.8889,8802000000.0000,7267777777.7778,29688888.8889,0.0000,1669222222.2222,1673311111.1111,1556944444.4444,138722222.2222,125983333.3333,5616666.6667,0.6331
ijk_ikj_1000_40,5904444444.4444,1678000000.0000,1388888888.8889,88888.8889,0.0000,2284644444.4444,4000000.0000,2138888.8889,1338888.8889,1277777.7778,38888.8889,0.1407
ijk_ikj_900_15,5742666666.6667,1492888888.8889,1234444444.4444,111111.1111,0.0000,1789200000.0000,6222222.2222,900000.0000,5038888.8889,5033333.3333,33333.3333,0.1142
ijk_ikj_950_25,5669333333.3333,1645555555.5556,1357111111.1111,200000.0000,0.0000,1898866666.6667,4977777.7778,1805555.5556,2927777.7778,2905555.5556,66666.6667,0.1163
ijk_ikj_1000_125,5543555555.5556,1777333333.3333,1470888888.8889,0.0000,0.0000,2043644444.4444,45377777.7778,38883333.3333,1727777.7778,1555555.5556,105555.5556,0.1271
