Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ijk_ikj_850_10,5532000000.0000,1486000000.0000,1229555555.5556,200000.0000,0.0000,1580844444.4444,11200000.0000,4994444.4444,5377777.7778,5355555.5556,5555.5556,0.1084
ikj_1500,5528000000.0000,3200666666.6667,2476666666.6667,1733333.3333,22222.2222,1099866666.6667,136711111.1111,108161111.1111,30050000.0000,10072222.2222,19966666.6667,0.8497
ijk_ikj_1000_100,5525333333.3333,1798444444.4444,1490444444.4444,22222.2222,0.0000,1931044444.4444,44955555.5556,43588888.8889,1027777.7778,922222.2222,94444.4444,0.1601
ijk_ikj_900_12,5447777777.7778,1515555555.5556,1254444444.4444,177777.7778,0.0000,1650844444.4444,7866666.6667,1477777.7778,6150000.0000,6111111.1111,11111.1111,0.1046
ijk_ikj_1000_250,5420666666.6667,1850222222.2222,1527777777.7778,111111.1111,0.0000,2019800000.0000,37644444.4444,26055555.5556,8538888.8889,8427777.7778,77777.7778,0.1379
ijk_ikj_1000_200,5404666666.6667,1850444444.4444,1530666666.6667,44444.4444,0.0000,1993022222.2222,37733333.3333,28000000.0000,7044444.4444,6933333.3333,88888.8889,0.2136
ijk_ikj_950_38,5329555555.5556,1429555555.5556,1183111111.1111,44444.4444,0.0000,1926333333.3333,3644444.4444,2044444.4444,1322222.2222,1272222.2222,44444.4444,0.1156
ijk_ikj_900_18,5315111111.1111,1395111111.1111,1155333333.3333,88888.8889,0.0000,1608511111.1111,4600000.0000,816666.6667,4172222.2222,4133333.3333,44444.4444,0.1040
ijk_1100,5202888888.8889,7024888888.8889,5800888888.8889,18288888.8889,0.0000,1455355555.5556,1464400000.0000,1358700000.0000,129427777.7778,121850000.0000,3161111.1111,0.5207
ijk_ikj_950_50,5136222222.2222,1474888888.8889,1220000000.0000,177777.7778,0.0000,1929266666.6667,3733333.3333,2316666.6667,950000.0000,861111.1111,33333.3333,0.1070
ikj_1450,4999777777.7778,3108666666.6667,2408666666.6667,2377777.7778,0.0000,1020600000.0000,94688888.8889,76000000.0000,19733333.3333,7400000.0000,12311111.1111,0.8297
ijk_ikj_950_95,4867111111.1111,1564222222.2222,1294444444.4444,22222.2222,0.0000,1645822222.2222,37577777.7778,39133333.3333,833333.3333,755555.5556,55555.5556,0.1306
ijk_ikj_900_25,4822888888.8889,1331555555.5556,1098444444.4444,111111.1111,0.0000,1650600000.0000,4377777.7778,1405555.5556,2411111.1111,2400000.0000,38888.8889,0.1004
ijk_ikj_900_20,4778888888.8889,1341555555.5556,1108666666.6667,111111.1111,0.0000,1607733333.3333,4488888.8889,833333.3333,3400000.0000,3366666.6667,5555.5556,0.1070
ijk_ikj_900_30,4716000000.0000,1284666666.6667,1062444444.4444,44444.4444,0.0000,1623711111.1111,3822222.2222,1677777.7778,1655555.5556,1616666.6667,11111.1111,0.0982
ijk_ikj_950_190,4685333333.3333,1584888888.8889,1311333333.3333,22222.2222,0.0000,1613755555.5556,31133333.3333,26344444.4444,6727777.7778,6633333.3333,83333.3333,0.1774
ijk_ikj_800_10,4612888888.8889,1223555555.5556,1011777777.7778,111111.1111,0.0000,1248600000.0000,8422222.2222,4727777.7778,3994444.4444,3961111.1111,0.0000,0.0848
ijk_1050,4523777777.7778,6075777777.7778,5022222222.2222,13400000.0000,22222.2222,1263533333.3333,1272111111.1111,1213400000.0000,85700000.0000,80438888.8889,1966666.6667,0.4442
ikj_1400,4473333333.3333,2584888888.8889,2004444444.4444,1622222.2222,0.0000,881155555.5556,109688888.8889,89911111.1111,23100000.0000,8738888.8889,14400000.0000,0.6781
ijk_ikj_850_17,4460000000.0000,1219555555.5556,1008444444.4444,133333.3333,0.0000,1383333333.3333,4844444.4444,972222.2222,3838888.8889,3844444.4444,22222.2222,0.0876
ijk_ikj_900_45,4383555555.5556,1248888888.8889,1036666666.6667,66666.6667,0.0000,1592355555.5556,3422222.2222,2244444.4444,1000000.0000,955555.5556,61111.1111,0.0878
ijk_ikj_900_50,4366888888.8889,1237333333.3333,1023111111.1111,44444.4444,0.0000,1666333333.3333,2933333.3333,1922222.2222,772222.2222,700000.0000,38888.8889,0.1007
ijk_ikj_900_36,4356222222.2222,1286666666.6667,1057777777.7778,111111.1111,0.0000,1545222222.2222,3333333.3333,2116666.6667,1350000.0000,1305555.5556,44444.4444,0.1006
ijk_ikj_900_75,4215333333.3333,1234000000.0000,1021111111.1111,0.0000,0.0000,1572755555.5556,12800000.0000,10805555.5556,644444.4444,588888.8889,22222.2222,0.0919
ijk_ikj_900_60,4150222222.2222,1186666666.6667,981555555.5556,0.0000,0.0000,1604555555.5556,3533333.3333,2238888.8889,683333.3333,616666.6667,22222.2222,0.1000
ijk_ikj_900_90,4135555555.5556,1299555555.5556,1076888888.8889,44444.4444,0.0000,1396577777.7778,29755555.5556,30861111.1111,611111.1111,516666.6667,72222.2222,0.1151
ijk_ikj_850_25,4062666666.6667,1134666666.6667,938444444.4444,22222.2222,0.0000,1378711111.1111,3733333.3333,1544444.4444,2066666.6667,2050000.0000,11111.1111,0.0842
ijk_ikj_900_100,4030000000.0000,1326000000.0000,1094666666.6667,22222.2222,0.0000,1356888888.8889,30644444.4444,31827777.7778,994444.4444,916666.6667,50000.0000,0.1222
ijk_ikj_900_150,4018888888.8889,1357777777.7778,1120666666.6667,44444.4444,0.0000,1392466666.6667,26933333.3333,26150000.0000,2527777.7778,2438888.8889,100000.0000,0.1339
ikj_1350,4016444444.4444,2462666666.6667,1907333333.3333,1777777.7778,0.0000,835333333.3333,76777777.7778,59344444.4444,15366666.6667,7372222.2222,8016666.6667,0.6500
ijk_ikj_900_225,3954666666.6667,1421111111.1111,1168222222.2222,44444.4444,0.0000,1348333333.3333,25333333.3333,21316666.6667,6611111.1111,6550000.0000,72222.2222,0.0967
ijk_ikj_900_180,3950222222.2222,1336888888.8889,1104000000.0000,0.0000,0.0000,1388022222.2222,27311111.1111,23255555.5556,4583333.3333,4500000.0000,61111.1111,0.1550
ijk_1000,3908888888.8889,4883333333.3333,4027111111.1111,12000000.0000,0.0000,1108155555.5556,1117266666.6667,1021188888.8889,82955555.5556,80338888.8889,955555.5556,0.3947
ijk_ikj_850_34,3885777777.7778,1136444444.4444,937333333.3333,44444.4444,0.0000,1399622222.2222,3066666.6667,1616666.6667,1122222.2222,1094444.4444,44444.4444,0.0827
ijk_ikj_750_10,3800888888.8889,970444444.4444,804666666.6667,22222.2222,0.0000,1070888888.8889,7422222.2222,4205555.5556,2933333.3333,2955555.5556,22222.2222,0.0740
ijk_ikj_850_50,3677555555.5556,1010222222.2222,834222222.2222,66666.6667,0.0000,1377377777.7778,2155555.5556,1288888.8889,655555.5556,616666.6667,33333.3333,0.0847
ikj_1300,3561555555.5556,1960444444.4444,1521555555.5556,822222.2222,0.0000,708911111.1111,87177777.7778,69633333.3333,17800000.0000,9333333.3333,8466666.6667,0.5156
ijk_ikj_800_16,3529777777.7778,952000000.0000,785777777.7778,0.0000,0.0000,1084577777.7778,3800000.0000,911111.1111,3322222.2222,3305555.5556,0.0000,0.0693
ijk_ikj_850_85,3479333333.3333,1088444444.4444,900444444.4444,44444.4444,0.0000,1188933333.3333,24022222.2222,24122222.2222,583333.3333,522222.2222,33333.3333,0.0934
ijk_ikj_800_25,3387111111.1111,903333333.3333,749777777.7778,44444.4444,0.0000,1155466666.6667,3044444.4444,894444.4444,1694444.4444,1705555.5556,22222.2222,0.0739
ijk_ikj_850_170,3369555555.5556,1191333333.3333,986222222.2222,44444.4444,0.0000,1170266666.6667,21777777.7778,20394444.4444,2855555.5556,2772222.2222,66666.6667,0.1274
ijk_ikj_800_20,3357333333.3333,942000000.0000,778444444.4444,66666.6667,0.0000,1121866666.6667,2955555.5556,616666.6667,2177777.7778,2194444.4444,11111.1111,0.0656
ijk_950,3351111111.1111,4223111111.1111,3478666666.6667,13000000.0000,0.0000,942511111.1111,950400000.0000,893727777.7778,61655555.5556,60350000.0000,500000.0000,0.3146
ijk_ikj_750_15,3323111111.1111,837777777.7778,692888888.8889,44444.4444,0.0000,1082311111.1111,3555555.5556,911111.1111,2277777.7778,2283333.3333,5555.5556,0.0640
ikj_1250,3163555555.5556,1832444444.4444,1424222222.2222,355555.5556,0.0000,626844444.4444,58844444.4444,50355555.5556,11494444.4444,6722222.2222,4772222.2222,0.4810
