Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ikj_700,518800000.0000,210800000.0000,174000000.0000,0.0000,0.0000,103060000.0000,12060000.0000,10790000.0000,1790000.0000,1770000.0000,30000.0000,0.0625
ijk_ikj_400_10,518400000.0000,129800000.0000,108400000.0000,0.0000,0.0000,144800000.0000,880000.0000,830000.0000,70000.0000,100000.0000,0.0000,0.0117
ijk_ikj_450_45,492800000.0000,139800000.0000,115400000.0000,0.0000,0.0000,214160000.0000,440000.0000,190000.0000,75000.0000,75000.0000,0.0000,0.0191
ijk_ikj_450_50,491600000.0000,137400000.0000,114000000.0000,0.0000,0.0000,156040000.0000,260000.0000,215000.0000,75000.0000,90000.0000,0.0000,0.0158
ijk_ikj_450_75,474400000.0000,146600000.0000,120800000.0000,20000.0000,0.0000,188700000.0000,1380000.0000,1055000.0000,60000.0000,50000.0000,5000.0000,0.0153
ijk_ikj_450_90,464600000.0000,141800000.0000,118600000.0000,0.0000,0.0000,175240000.0000,3600000.0000,2950000.0000,105000.0000,100000.0000,5000.0000,0.0195
ijk_500,439800000.0000,489800000.0000,405800000.0000,0.0000,0.0000,197500000.0000,51280000.0000,48380000.0000,4535000.0000,4485000.0000,0.0000,0.0366
ikj_650,418200000.0000,186200000.0000,153800000.0000,0.0000,0.0000,83460000.0000,7540000.0000,6930000.0000,1260000.0000,1245000.0000,5000.0000,0.0560
ijk_ikj_400_16,397000000.0000,108000000.0000,88400000.0000,0.0000,0.0000,105060000.0000,380000.0000,370000.0000,130000.0000,135000.0000,5000.0000,0.0112
ijk_ikj_400_25,381000000.0000,105200000.0000,87200000.0000,0.0000,0.0000,138380000.0000,320000.0000,160000.0000,115000.0000,110000.0000,0.0000,0.0094
ijk_ikj_400_20,376800000.0000,107600000.0000,88800000.0000,0.0000,0.0000,125780000.0000,300000.0000,205000.0000,110000.0000,105000.0000,10000.0000,0.0110
ijk_ikj_350_10,346800000.0000,98200000.0000,80600000.0000,0.0000,0.0000,95140000.0000,620000.0000,530000.0000,55000.0000,75000.0000,0.0000,0.0087
ijk_ikj_400_50,344400000.0000,100000000.0000,83600000.0000,0.0000,0.0000,110700000.0000,180000.0000,230000.0000,50000.0000,65000.0000,0.0000,0.0087
ijk_ikj_400_40,340200000.0000,103400000.0000,85400000.0000,0.0000,0.0000,125380000.0000,200000.0000,130000.0000,55000.0000,70000.0000,10000.0000,0.0110
ikj_600,325000000.0000,132800000.0000,110000000.0000,0.0000,0.0000,60500000.0000,6940000.0000,7345000.0000,1190000.0000,1170000.0000,10000.0000,0.0372
ijk_ikj_400_80,322000000.0000,109800000.0000,90600000.0000,0.0000,0.0000,134260000.0000,2120000.0000,1430000.0000,40000.0000,30000.0000,10000.0000,0.0139
ijk_450,320200000.0000,357800000.0000,295000000.0000,0.0000,0.0000,155680000.0000,21800000.0000,18160000.0000,3270000.0000,3270000.0000,5000.0000,0.0274
ijk_ikj_400_100,318800000.0000,107000000.0000,89000000.0000,0.0000,0.0000,106620000.0000,2280000.0000,2340000.0000,60000.0000,35000.0000,10000.0000,0.0098
ijk_ikj_350_14,305200000.0000,78400000.0000,63400000.0000,0.0000,0.0000,88100000.0000,360000.0000,315000.0000,50000.0000,65000.0000,5000.0000,0.0073
ijk_ikj_350_25,254400000.0000,71200000.0000,58200000.0000,20000.0000,0.0000,92540000.0000,200000.0000,140000.0000,50000.0000,45000.0000,0.0000,0.0084
ikj_550,251400000.0000,123600000.0000,102400000.0000,0.0000,0.0000,54880000.0000,4660000.0000,3710000.0000,640000.0000,640000.0000,15000.0000,0.0340
ijk_ikj_350_35,245600000.0000,67200000.0000,54400000.0000,0.0000,0.0000,86220000.0000,160000.0000,135000.0000,40000.0000,35000.0000,0.0000,0.0066
ijk_ikj_350_50,231000000.0000,64600000.0000,52000000.0000,20000.0000,0.0000,80300000.0000,100000.0000,95000.0000,50000.0000,25000.0000,0.0000,0.0076
ijk_400,226000000.0000,252200000.0000,208400000.0000,0.0000,0.0000,138200000.0000,10840000.0000,5835000.0000,2385000.0000,2380000.0000,5000.0000,0.0191
ijk_ikj_350_70,223200000.0000,66000000.0000,54200000.0000,0.0000,0.0000,82300000.0000,420000.0000,360000.0000,50000.0000,40000.0000,0.0000,0.0078
ijk_ikj_300_10,218800000.0000,60000000.0000,49200000.0000,0.0000,0.0000,38660000.0000,300000.0000,490000.0000,45000.0000,40000.0000,0.0000,0.0057
ijk_ikj_300_15,191400000.0000,56600000.0000,46200000.0000,20000.0000,0.0000,63840000.0000,180000.0000,140000.0000,50000.0000,45000.0000,10000.0000,0.0053
ikj_500,186200000.0000,74800000.0000,61400000.0000,0.0000,0.0000,25500000.0000,3100000.0000,5105000.0000,965000.0000,955000.0000,5000.0000,0.0239
ijk_ikj_300_12,182400000.0000,56600000.0000,47000000.0000,0.0000,0.0000,57160000.0000,260000.0000,215000.0000,40000.0000,35000.0000,0.0000,0.0053
ijk_ikj_300_25,160600000.0000,48400000.0000,39600000.0000,0.0000,0.0000,51560000.0000,140000.0000,90000.0000,20000.0000,30000.0000,5000.0000,0.0041
ijk_ikj_300_20,158600000.0000,53400000.0000,43000000.0000,0.0000,0.0000,55220000.0000,160000.0000,115000.0000,15000.0000,30000.0000,5000.0000,0.0043
ijk_ikj_300_30,156800000.0000,48600000.0000,40600000.0000,0.0000,0.0000,62520000.0000,120000.0000,85000.0000,25000.0000,10000.0000,0.0000,0.0043
ijk_350,151000000.0000,169400000.0000,139400000.0000,0.0000,0.0000,68840000.0000,4800000.0000,9600000.0000,950000.0000,940000.0000,0.0000,0.0128
ijk_ikj_300_50,145400000.0000,44800000.0000,37800000.0000,0.0000,0.0000,59840000.0000,140000.0000,45000.0000,15000.0000,10000.0000,0.0000,0.0055
ijk_ikj_300_75,139400000.0000,47800000.0000,38600000.0000,0.0000,0.0000,51740000.0000,420000.0000,385000.0000,20000.0000,5000.0000,0.0000,0.0038
ijk_ikj_300_60,138400000.0000,47400000.0000,39000000.0000,0.0000,0.0000,50060000.0000,140000.0000,115000.0000,25000.0000,15000.0000,0.0000,0.0055
ikj_450,136000000.0000,61400000.0000,50400000.0000,0.0000,0.0000,18500000.0000,1640000.0000,3145000.0000,550000.0000,545000.0000,0.0000,0.0197
ijk_ikj_250_10,126200000.0000,38400000.0000,31600000.0000,0.0000,0.0000,36920000.0000,220000.0000,190000.0000,20000.0000,10000.0000,0.0000,0.0038
ijk_300,95800000.0000,103200000.0000,86400000.0000,0.0000,0.0000,58400000.0000,2560000.0000,1765000.0000,480000.0000,460000.0000,0.0000,0.0081
ikj_400,93400000.0000,36600000.0000,30600000.0000,0.0000,0.0000,22560000.0000,3040000.0000,1580000.0000,270000.0000,270000.0000,0.0000,0.0130
ijk_ikj_250_25,93000000.0000,29200000.0000,24200000.0000,0.0000,0.0000,39300000.0000,100000.0000,55000.0000,10000.0000,5000.0000,0.0000,0.0033
ijk_ikj_250_50,83400000.0000,26000000.0000,21200000.0000,0.0000,0.0000,36680000.0000,20000.0000,15000.0000,5000.0000,5000.0000,0.0000,0.0038
ikj_350,70000000.0000,35600000.0000,28800000.0000,0.0000,0.0000,20480000.0000,1600000.0000,590000.0000,75000.0000,65000.0000,0.0000,0.0103
ijk_ikj_200_10,64800000.0000,20400000.0000,16400000.0000,0.0000,0.0000,20500000.0000,160000.0000,80000.0000,0.0000,0.0000,0.0000,0.0020
ijk_250,55400000.0000,59400000.0000,48400000.0000,0.0000,0.0000,23460000.0000,1060000.0000,1265000.0000,315000.0000,300000.0000,0.0000,0.0046
ijk_ikj_200_25,48000000.0000,14000000.0000,12400000.0000,0.0000,0.0000,15700000.0000,80000.0000,35000.0000,5000.0000,5000.0000,0.0000,0.0016
ijk_ikj_200_20,46800000.0000,14600000.0000,12200000.0000,0.0000,0.0000,17520000.0000,60000.0000,20000.0000,5000.0000,0.0000,0.0000,0.0022
ikj_300,44000000.0000,18200000.0000,15200000.0000,0.0000,0.0000,12240000.0000,1140000.0000,615000.0000,75000.0000,60000.0000,0.0000,0.0065
ijk_ikj_200_50,43200000.0000,14400000.0000,12400000.0000,0.0000,0.0000,15180000.0000,20000.0000,45000.0000,0.0000,0.0000,0.0000,0.0014
ijk_ikj_200_40,42600000.0000,14000000.0000,11400000.0000,0.0000,0.0000,9980000.0000,0.0000,45000.0000,10000.0000,10000.0000,0.0000,0.0023
ijk_ikj_150_10,28200000.0000,9600000.0000,8000000.0000,0.0000,0.0000,5900000.0000,0.0000,35000.0000,0.0000,0.0000,5000.0000,0.0011
ijk_200,27000000.0000,28000000.0000,23800000.0000,0.0000,0.0000,16440000.0000,580000.0000,475000.0000,35000.0000,25000.0000,0.0000,0.0024
ikj_250,26000000.0000,12200000.0000,9800000.0000,0.0000,0.0000,2240000.0000,200000.0000,675000.0000,45000.0000,70000.0000,0.0000,0.0042
ijk_ikj_150_15,24000000.0000,7800000.0000,5600000.0000,0.0000,0.0000,7660000.0000,20000.0000,35000.0000,5000.0000,0.0000,0.0000,0.0010
ijk_ikj_150_30,20000000.0000,6600000.0000,5800000.0000,0.0000,0.0000,6480000.0000,0.0000,10000.0000,0.0000,0.0000,0.0000,0.0012
ijk_ikj_150_25,19200000.0000,6800000.0000,5000000.0000,0.0000,0.0000,7120000.0000,0.0000,10000.0000,0.0000,5000.0000,0.0000,0.0008
ikj_200,12600000.0000,5200000.0000,4200000.0000,0.0000,0.0000,3520000.0000,380000.0000,240000.0000,0.0000,0.0000,0.0000,0.0021
ijk_150,11400000.0000,12400000.0000,9600000.0000,0.0000,0.0000,6920000.0000,180000.0000,185000.0000,0.0000,0.0000,0.0000,0.0011
ijk_ikj_100_10,8200000.0000,2800000.0000,1600000.0000,0.0000,0.0000,2380000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
ikj_150,6000000.0000,3000000.0000,2600000.0000,0.0000,0.0000,1900000.0000,160000.0000,55000.0000,0.0000,0.0000,0.0000,0.0011
ijk_ikj_100_20,6000000.0000,2200000.0000,1800000.0000,0.0000,0.0000,2080000.0000,0.0000,5000.0000,0.0000,0.0000,5000.0000,0.0000
ijk_ikj_100_25,5800000.0000,2200000.0000,2000000.0000,0.0000,0.0000,2160000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
ijk_100,2800000.0000,3600000.0000,3000000.0000,0.0000,0.0000,1780000.0000,40000.0000,55000.0000,0.0000,0.0000,0.0000,0.0004
ikj_100,1200000.0000,600000.0000,200000.0000,0.0000,0.0000,440000.0000,40000.0000,45000.0000,0.0000,0.0000,0.0000,0.0000
